StepId,RecordingId,ProcessId,TimeStamp,StepName,StepDescription,ApplicationProcessName,ApplicationParentWindowName,AutomationStep,NextStepId,label_EventName,label_EventId,duration
10,Recording_71,Process_27,2022-01-10T06:10:28+00:00,Click UI element in window,Hyperlink 'Sign out & switch' in Window 'Microsoft  ...  - Microsoft​ Edge' 2,msedge,Microsoft 365 admin center and 4 more pages - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.Click Element: appmask['Window \\'Microsoft  ...  - Microsoft\u200b Edge\\' 2']['Hyperlink \\'Sign out & switch\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 3 OffsetY: 1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",13.0,Go to the employees directory.,Event_357,13.0
11,Recording_71,Process_27,2022-01-10T06:10:41+00:00,Click UI element in window,Hyperlink 'Sign in' in Window 'Document and  ...  - Microsoft​ Edge',msedge,Document and 4 more pages - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.Click Element: appmask['Window \\'Document and  ...  - Microsoft\u200b Edge\\'']['Hyperlink \\'Sign in\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -64 OffsetY: 7 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopRight\n""]",14.0,Go to the employees directory.,Event_357,3.0
12,Recording_71,Process_27,2022-01-10T06:10:44+00:00,Press button in window,Button 'Use another account' in Window 'Sign in to  ...  - Microsoft​ Edge',msedge,Sign in to your account and 4 more pages - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.PressButton Button: appmask['Window \\'Sign in to  ...  - Microsoft\u200b Edge\\'']['Button \\'Use another account\\'']\n""]",15.0,Go to the employees directory.,Event_357,3.0
13,Recording_71,Process_27,2022-01-10T06:10:47+00:00,Populate text field in window,"Edit 'Enter your email, phone, or Skype.' in Window 'Sign in to  ...  - Microsoft​ Edge'; Text:'Email@Domain'",msedge,Sign in to your account and 4 more pages - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Sign in to  ...  - Microsoft\u200b Edge\\'']['Edit \\'Enter your email, phone, or Skype.\\''] Text: 'Email@Domain' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",16.0,Go to the employees directory.,Event_357,3.0
14,Recording_71,Process_27,2022-01-10T06:10:50+00:00,Click UI element in window,List Item ' ...  Username suggestion.' in Window 'Sign in to  ...  - Microsoft​ Edge',msedge,Sign in to your account and 4 more pages - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.Click Element: appmask['Window \\'Sign in to  ...  - Microsoft\u200b Edge\\'']['List Item \\' ...  Username suggestion.\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -25 OffsetY: -3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",17.0,Go to the employees directory.,Event_357,2.0
15,Recording_71,Process_27,2022-01-10T06:10:52+00:00,Press button in window,Button 'Next' in Window 'Sign in to  ...  - Microsoft​ Edge',msedge,Sign in to your account and 4 more pages - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.PressButton Button: appmask['Window \\'Sign in to  ...  - Microsoft\u200b Edge\\'']['Button \\'Next\\'']\n""]",18.0,Go to the employees directory.,Event_357,5.0
16,Recording_71,Process_27,2022-01-10T06:10:57+00:00,Press button in window,Window 'Sign in to  ...  - Microsoft​ Edge',msedge,Sign in to your account and 4 more pages - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.PressButton Button: appmask['Window \\'Sign in to  ...  - Microsoft\u200b Edge\\'']['Button \\'Don\\'t show saved Usernamermation\\'']\n""]",19.0,Go to the employees directory.,Event_357,4.0
17,Recording_71,Process_27,2022-01-10T06:11:01+00:00,Populate text field in window,Edit 'Enter the  ... rosoft.com' in Window 'Sign in to  ...  - Microsoft​ Edge'; Text:P'password_secret_text',msedge,Sign in to your account and 4 more pages - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Sign in to  ...  - Microsoft\u200b Edge\\'']['Edit \\'Enter the  ... rosoft.com\\''] Text: P'password_secret_text' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",20.0,Go to the employees directory.,Event_357,9.0
18,Recording_71,Process_27,2022-01-10T06:11:10+00:00,Press button in window,Button 'Sign in' in Window 'Sign in to  ...  - Microsoft​ Edge',msedge,Sign in to your account and 4 more pages - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.PressButton Button: appmask['Window \\'Sign in to  ...  - Microsoft\u200b Edge\\'']['Button \\'Sign in\\'']\n""]",21.0,Go to the employees directory.,Event_357,17.0
19,Recording_71,Process_27,2022-01-10T06:11:27+00:00,Select menu option in window,Menu Item 'Users' in Window 'Microsoft  ...  - Microsoft​ Edge' 3,msedge,Microsoft 365 admin center - Home and 4 more pages - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.SelectMenuOption Control: appmask['Window \\'Microsoft  ...  - Microsoft\u200b Edge\\' 3']['Menu Item \\'Users\\'']\n""]",22.0,Include newly join employee in company's directory.,Event_358,2.0
20,Recording_71,Process_27,2022-01-10T06:11:29+00:00,Select menu option in window,Menu Item 'Active users' in Window 'Microsoft  ...  - Microsoft​ Edge' 3,msedge,Microsoft 365 admin center - Home and 4 more pages - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.SelectMenuOption Control: appmask['Window \\'Microsoft  ...  - Microsoft\u200b Edge\\' 3']['Menu Item \\'Active users\\'']\n""]",23.0,Include newly join employee in company's directory.,Event_358,5.0
21,Recording_71,Process_27,2022-01-10T06:11:34+00:00,Select menu option in window,Menu Item 'Add a  ...  key to add a user' in Window 'Active users  ...  - Microsoft​ Edge',msedge,Active users - Microsoft 365 admin center - Active users and 4 more pages - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.SelectMenuOption Control: appmask['Window \\'Active users  ...  - Microsoft\u200b Edge\\'']['Menu Item \\'Add a  ...  key to add a user\\'']\n""]",24.0,Include newly join employee in company's directory.,Event_358,2.0
22,Recording_71,Process_27,2022-01-10T06:11:36+00:00,Click UI element in window,Edit 'First name' in Window 'Microsoft  ...  - Microsoft​ Edge' 4,msedge,Microsoft 365 admin center - Active users and 4 more pages - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.Click Element: appmask['Window \\'Microsoft  ...  - Microsoft\u200b Edge\\' 4']['Edit \\'First name\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 33 OffsetY: 0 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",25.0,Include newly join employee in company's directory.,Event_358,4.0
23,Recording_71,Process_27,2022-01-10T06:11:40+00:00,Populate text field in window,Edit 'First name' 2 in Window 'Microsoft  ...  - Microsoft​ Edge' 4; Text:'purvesh',msedge,Microsoft 365 admin center - Active users and 4 more pages - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Microsoft  ...  - Microsoft\u200b Edge\\' 4']['Edit \\'First name\\' 2'] Text: 'purvesh' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",26.0,Include newly join employee in company's directory.,Event_358,2.0
24,Recording_71,Process_27,2022-01-10T06:11:42+00:00,Click UI element in window,Edit 'Last name' in Window 'Microsoft  ...  - Microsoft​ Edge' 4,msedge,Microsoft 365 admin center - Active users and 4 more pages - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.Click Element: appmask['Window \\'Microsoft  ...  - Microsoft\u200b Edge\\' 4']['Edit \\'Last name\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 35 OffsetY: -9 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomLeft\n""]",27.0,Include newly join employee in company's directory.,Event_358,5.0
25,Recording_71,Process_27,2022-01-10T06:11:47+00:00,Populate text field in window,Edit 'Last name' 2 in Window 'Microsoft  ...  - Microsoft​ Edge' 4; Text:'Surname',msedge,Microsoft 365 admin center - Active users and 4 more pages - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Microsoft  ...  - Microsoft\u200b Edge\\' 4']['Edit \\'Last name\\' 2'] Text: 'Surname' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",28.0,Include newly join employee in company's directory.,Event_358,3.0
26,Recording_71,Process_27,2022-01-10T06:11:50+00:00,Click UI element in window,Edit 'Display name *' in Window 'Microsoft  ...  - Microsoft​ Edge' 4,msedge,Microsoft 365 admin center - Active users and 4 more pages - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.Click Element: appmask['Window \\'Microsoft  ...  - Microsoft\u200b Edge\\' 4']['Edit \\'Display name *\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 103 OffsetY: -1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",29.0,Include newly join employee in company's directory.,Event_358,1.0
27,Recording_71,Process_27,2022-01-10T06:11:51+00:00,Click UI element in window,Edit 'Username *' in Window 'Microsoft  ...  - Microsoft​ Edge' 4,msedge,Microsoft 365 admin center - Active users and 4 more pages - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.Click Element: appmask['Window \\'Microsoft  ...  - Microsoft\u200b Edge\\' 4']['Edit \\'Username *\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 25 OffsetY: 2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",30.0,Include newly join employee in company's directory.,Event_358,4.0
28,Recording_71,Process_27,2022-01-10T06:11:55+00:00,Populate text field in window,Edit 'Username *' 2 in Window 'Microsoft  ...  - Microsoft​ Edge' 4; Text:'puvkoh',msedge,Microsoft 365 admin center - Active users and 4 more pages - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Microsoft  ...  - Microsoft\u200b Edge\\' 4']['Edit \\'Username *\\' 2'] Text: 'puvkoh' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",31.0,Include newly join employee in company's directory.,Event_358,8.0
29,Recording_71,Process_27,2022-01-10T06:12:03+00:00,Press button in window,Button 'Next' in Window 'Microsoft  ...  - Microsoft​ Edge' 4,msedge,Microsoft 365 admin center - Active users and 4 more pages - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.PressButton Button: appmask['Window \\'Microsoft  ...  - Microsoft\u200b Edge\\' 4']['Button \\'Next\\'']\n""]",32.0,Include newly join employee in company's directory.,Event_358,2.0
30,Recording_71,Process_27,2022-01-10T06:12:05+00:00,Click UI element in window,Text 'ms-Checkbox-label label-964' in Window 'Microsoft  ...  - Microsoft​ Edge' 4,msedge,Microsoft 365 admin center - Active users and 4 more pages - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.Click Element: appmask['Window \\'Microsoft  ...  - Microsoft\u200b Edge\\' 4']['Text \\'ms-Checkbox-label label-964\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 11 OffsetY: 0 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",33.0,Include newly join employee in company's directory.,Event_358,2.0
31,Recording_71,Process_27,2022-01-10T06:12:07+00:00,Click UI element in window,Text 'ms-Checkbox-label label-964' 2 in Window 'Microsoft  ...  - Microsoft​ Edge' 4,msedge,Microsoft 365 admin center - Active users and 4 more pages - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.Click Element: appmask['Window \\'Microsoft  ...  - Microsoft\u200b Edge\\' 4']['Text \\'ms-Checkbox-label label-964\\' 2'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 12 OffsetY: 0 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",34.0,Include newly join employee in company's directory.,Event_358,4.0
32,Recording_71,Process_27,2022-01-10T06:12:11+00:00,Press button in window,Button 'Next' in Window 'Microsoft  ...  - Microsoft​ Edge' 4,msedge,Microsoft 365 admin center - Active users and 4 more pages - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.PressButton Button: appmask['Window \\'Microsoft  ...  - Microsoft\u200b Edge\\' 4']['Button \\'Next\\'']\n""]",35.0,Include newly join employee in company's directory.,Event_358,3.0
33,Recording_71,Process_27,2022-01-10T06:12:14+00:00,Press button in window,Button 'Next' in Window 'Microsoft  ...  - Microsoft​ Edge' 4,msedge,Microsoft 365 admin center - Active users and 4 more pages - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.PressButton Button: appmask['Window \\'Microsoft  ...  - Microsoft\u200b Edge\\' 4']['Button \\'Next\\'']\n""]",36.0,Include newly join employee in company's directory.,Event_358,2.0
34,Recording_71,Process_27,2022-01-10T06:12:16+00:00,Press button in window,Button 'Finish adding' in Window 'Microsoft  ...  - Microsoft​ Edge' 4,msedge,Microsoft 365 admin center - Active users and 4 more pages - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.PressButton Button: appmask['Window \\'Microsoft  ...  - Microsoft\u200b Edge\\' 4']['Button \\'Finish adding\\'']\n""]",37.0,Include newly join employee in company's directory.,Event_358,8.0
35,Recording_71,Process_27,2022-01-10T06:12:24+00:00,Press button in window,Button 'Close' in Window 'Microsoft  ...  - Microsoft​ Edge' 4,msedge,Microsoft 365 admin center - Active users and 4 more pages - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.PressButton Button: appmask['Window \\'Microsoft  ...  - Microsoft\u200b Edge\\' 4']['Button \\'Close\\'']\n"", '# End of autogenerated actions using the desktop recorder\n']",,Include newly join employee in company's directory.,Event_358,0.0
