StepId,RecordingId,ProcessId,TimeStamp,StepName,StepDescription,ApplicationProcessName,ApplicationParentWindowName,AutomationStep,NextStepId,label_EventName,label_EventId,duration
10,Recording_34,Process_10,2022-02-22T09:17:35+00:00,Press button in window,Button 'Create plan' in Window 'Hub - Planner — Mozilla Firefox',firefox,Hub - Planner — Mozilla Firefox,"[""UIAutomation.PressButton Button: appmask['Window \\'Hub - Planner — Mozilla Firefox\\'']['Button \\'Create plan\\'']\n""]",12.0,Go to the planner and prepare a plan,Event_162,5.0
11,Recording_34,Process_10,2022-02-22T09:17:40+00:00,Press button in window,Button 'Add task card in To do column' in Window 'New Cafeteria suurvey - Planner — Mozilla Firefox',firefox,New Cafeteria suurvey - Planner — Mozilla Firefox,"[""UIAutomation.PressButton Button: appmask['Window \\'New Cafeteria suurvey - Planner — Mozilla Firefox\\'']['Button \\'Add task card in To do column\\'']\n""]",13.0,Go to the planner and prepare a plan,Event_162,16.0
12,Recording_34,Process_10,2022-02-22T09:17:56+00:00,Populate text field in window,Edit 'Task name' in Window 'New Cafeteria suurvey - Planner — Mozilla Firefox'; Text:'create a forrm and set feed',firefox,New Cafeteria suurvey - Planner — Mozilla Firefox,"[""UIAutomation.PopulateTextField TextField: appmask['Window \\'New Cafeteria suurvey - Planner — Mozilla Firefox\\'']['Edit \\'Task name\\''] Text: 'create a forrm and set feed' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",14.0,Go to the planner and prepare a plan,Event_162,2.0
13,Recording_34,Process_10,2022-02-22T09:17:58+00:00,Press button in window,Button 'Set due date' in Window 'New Cafeteria suurvey - Planner — Mozilla Firefox',firefox,New Cafeteria suurvey - Planner — Mozilla Firefox,"[""UIAutomation.PressButton Button: appmask['Window \\'New Cafeteria suurvey - Planner — Mozilla Firefox\\'']['Button \\'Set due date\\'']\n""]",15.0,Go to the planner and prepare a plan,Event_162,3.0
14,Recording_34,Process_10,2022-02-22T09:18:01+00:00,Click UI element in window,"Data Item 'February 23, 2022' in Window 'New Cafeteria suurvey - Planner — Mozilla Firefox'",firefox,New Cafeteria suurvey - Planner — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'New Cafeteria suurvey - Planner — Mozilla Firefox\\'']['Data Item \\'February 23, 2022\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -7 OffsetY: 1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]",16.0,Go to the planner and prepare a plan,Event_162,2.0
15,Recording_34,Process_10,2022-02-22T09:18:03+00:00,Press button in window,"Button 'Not assigned, Open to assign users to this task' in Window 'New Cafeteria suurvey - Planner — Mozilla Firefox'",firefox,New Cafeteria suurvey - Planner — Mozilla Firefox,"[""UIAutomation.PressButton Button: appmask['Window \\'New Cafeteria suurvey - Planner — Mozilla Firefox\\'']['Button \\'Not assigned, Open to assign users to this task\\'']\n""]",17.0,Go to the planner and prepare a plan,Event_162,6.0
16,Recording_34,Process_10,2022-02-22T09:18:09+00:00,Click UI element in window,List Item 'Name Surname' in Window 'New Cafeteria suurvey - Planner — Mozilla Firefox',firefox,New Cafeteria suurvey - Planner — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'New Cafeteria suurvey - Planner — Mozilla Firefox\\'']['List Item \\'Name Surname\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 22 OffsetY: -3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomLeft\n""]",18.0,Go to the planner and prepare a plan,Event_162,2.0
17,Recording_34,Process_10,2022-02-22T09:18:11+00:00,Press button in window,Button 'Add task' in Window 'New Cafeteria suurvey - Planner — Mozilla Firefox',firefox,New Cafeteria suurvey - Planner — Mozilla Firefox,"[""UIAutomation.PressButton Button: appmask['Window \\'New Cafeteria suurvey - Planner — Mozilla Firefox\\'']['Button \\'Add task\\'']\n""]",19.0,Go to the planner and prepare a plan,Event_162,7.0
18,Recording_34,Process_10,2022-02-22T09:18:18+00:00,Press button in window,Button 'Open a new tab (Ctrl+T)' in Window 'New Cafeteria suurvey - Planner — Mozilla Firefox',firefox,New Cafeteria suurvey - Planner — Mozilla Firefox,"[""UIAutomation.PressButton Button: appmask['Window \\'New Cafeteria suurvey - Planner — Mozilla Firefox\\'']['Button \\'Open a new tab (Ctrl+T)\\'']\n""]",20.0,Create a form for Employee's feedback on new cafeteria,Event_163,7.0
19,Recording_34,Process_10,2022-02-22T09:18:25+00:00,Populate text field in window,Edit 'Search with Google or enter address' in Window 'Mozilla Firefox'; Text:'google forms',firefox,Mozilla Firefox,"[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Mozilla Firefox\\'']['Edit \\'Search with Google or enter address\\''] Text: 'google forms' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n"", 'WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}'\n""]",21.0,Create a form for Employee's feedback on new cafeteria,Event_163,0.0
20,Recording_34,Process_10,2022-02-22T09:18:25+00:00,Send keys,TextToSend:'{Return}',,,"[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Mozilla Firefox\\'']['Edit \\'Search with Google or enter address\\''] Text: 'google forms' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n"", 'WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}'\n""]",22.0,Create a form for Employee's feedback on new cafeteria,Event_163,5.0
21,Recording_34,Process_10,2022-02-22T09:18:30+00:00,Click UI element in window,Hyperlink 'Free  ...  › forms › about' in Window 'google forms - Google Search — Mozilla Firefox',firefox,google forms - Google Search — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'google forms - Google Search — Mozilla Firefox\\'']['Hyperlink \\'Free  ...  › forms › about\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -53 OffsetY: -3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomRight\n""]",23.0,Create a form for Employee's feedback on new cafeteria,Event_163,3.0
22,Recording_34,Process_10,2022-02-22T09:18:33+00:00,Click UI element in window,Hyperlink 'Go to Forms' in Window 'Google  ...  — Mozilla Firefox',firefox,Google Forms: Free Online Form Creator | Google Workspace — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'Google  ...  — Mozilla Firefox\\'']['Hyperlink \\'Go to Forms\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -8 OffsetY: -8 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",24.0,Create a form for Employee's feedback on new cafeteria,Event_163,5.0
23,Recording_34,Process_10,2022-02-22T09:18:38+00:00,Click UI element in window,Image in Window 'Google Forms — Mozilla Firefox',firefox,Google Forms — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'Google Forms — Mozilla Firefox\\'']['Image'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -46 OffsetY: 12 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]",25.0,Create a form for Employee's feedback on new cafeteria,Event_163,9.0
24,Recording_34,Process_10,2022-02-22T09:18:47+00:00,Populate text field in window,Edit 'Form title' in Window 'Untitled form - Google Forms — Mozilla Firefox'; Text:'Surrvey form',firefox,Untitled form - Google Forms — Mozilla Firefox,"[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Untitled form - Google Forms — Mozilla Firefox\\'']['Edit \\'Form title\\''] Text: 'Surrvey form' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",26.0,Create a form for Employee's feedback on new cafeteria,Event_163,4.0
25,Recording_34,Process_10,2022-02-22T09:18:51+00:00,Click UI element in window,Edit 'Question title' in Window 'Untitled form - Google Forms — Mozilla Firefox',firefox,Untitled form - Google Forms — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'Untitled form - Google Forms — Mozilla Firefox\\'']['Edit \\'Question title\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -19 OffsetY: -2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]",27.0,Create a form for Employee's feedback on new cafeteria,Event_163,18.0
26,Recording_34,Process_10,2022-02-22T09:19:09+00:00,Populate text field in window,Edit 'Question title' 2 in Window 'Untitled form - Google Forms — Mozilla Firefox'; Text:'Do you like our new cafeterria',firefox,Untitled form - Google Forms — Mozilla Firefox,"[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Untitled form - Google Forms — Mozilla Firefox\\'']['Edit \\'Question title\\' 2'] Text: 'Do you like our new cafeterria' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",28.0,Create a form for Employee's feedback on new cafeteria,Event_163,4.0
27,Recording_34,Process_10,2022-02-22T09:19:13+00:00,Press button in window,Button 'Add Yes' in Window 'Untitled form - Google Forms — Mozilla Firefox',firefox,Untitled form - Google Forms — Mozilla Firefox,"[""UIAutomation.PressButton Button: appmask['Window \\'Untitled form - Google Forms — Mozilla Firefox\\'']['Button \\'Add Yes\\'']\n""]",29.0,Create a form for Employee's feedback on new cafeteria,Event_163,2.0
28,Recording_34,Process_10,2022-02-22T09:19:15+00:00,Press button in window,Button 'Add No' in Window 'Untitled form - Google Forms — Mozilla Firefox',firefox,Untitled form - Google Forms — Mozilla Firefox,"[""UIAutomation.PressButton Button: appmask['Window \\'Untitled form - Google Forms — Mozilla Firefox\\'']['Button \\'Add No\\'']\n""]",30.0,Create a form for Employee's feedback on new cafeteria,Event_163,8.0
29,Recording_34,Process_10,2022-02-22T09:19:23+00:00,Select tab in window,Tab Item 'Responses' in Window 'Untitled form - Google Forms — Mozilla Firefox',firefox,Untitled form - Google Forms — Mozilla Firefox,"[""UIAutomation.SelectTab Tab: appmask['Window \\'Untitled form - Google Forms — Mozilla Firefox\\'']['Tab Item \\'Responses\\'']\n""]",31.0,Open the syndication app,Event_164,10.0
30,Recording_34,Process_10,2022-02-22T09:19:33+00:00,Press button in window,Button 'Distill Web Monitor' in Window 'Untitled form - Google Forms — Mozilla Firefox',firefox,Untitled form - Google Forms — Mozilla Firefox,"[""UIAutomation.PressButton Button: appmask['Window \\'Untitled form - Google Forms — Mozilla Firefox\\'']['Button \\'Distill Web Monitor\\'']\n""]",32.0,Open the syndication app,Event_164,12.0
31,Recording_34,Process_10,2022-02-22T09:19:45+00:00,Press button in window,Button 'Select parts of page' in Window 'Untitled form - Google Forms — Mozilla Firefox',firefox,Untitled form - Google Forms — Mozilla Firefox,"[""UIAutomation.PressButton Button: appmask['Window \\'Untitled form - Google Forms — Mozilla Firefox\\'']['Button \\'Select parts of page\\'']\n""]",33.0,Set the feed for the response of survey form,Event_165,4.0
32,Recording_34,Process_10,2022-02-22T09:19:49+00:00,Click UI element in window,Edit '0 responses' in Window 'Untitled form - Google Forms — Mozilla Firefox',firefox,Untitled form - Google Forms — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'Untitled form - Google Forms — Mozilla Firefox\\'']['Edit \\'0 responses\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 5 OffsetY: -2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",34.0,Set the feed for the response of survey form,Event_165,7.0
33,Recording_34,Process_10,2022-02-22T09:19:56+00:00,Press button in window,Button ' Save selections' in Window 'Untitled form - Google Forms — Mozilla Firefox',firefox,Untitled form - Google Forms — Mozilla Firefox,"[""UIAutomation.PressButton Button: appmask['Window \\'Untitled form - Google Forms — Mozilla Firefox\\'']['Button \\'\uf0c7 Save selections\\'']\n""]",36.0,Set the feed for the response of survey form,Event_165,15.0
34,Recording_34,Process_10,2022-02-22T09:20:11+00:00,Click UI element in window,Hyperlink 'Add action' in Window 'Watchlist - Distill — Mozilla Firefox',firefox,Watchlist - Distill — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'Watchlist - Distill — Mozilla Firefox\\'']['Hyperlink \\'Add action\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -18 OffsetY: -1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]",37.0,Set the feed for the response of survey form,Event_165,4.0
35,Recording_34,Process_10,2022-02-22T09:20:15+00:00,Click UI element in window,Edit 'Email' in Window 'Watchlist - Distill — Mozilla Firefox',firefox,Watchlist - Distill — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'Watchlist - Distill — Mozilla Firefox\\'']['Edit \\'Email\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 1 OffsetY: 3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopCenter\n""]",38.0,Set the feed for the response of survey form,Event_165,4.0
36,Recording_34,Process_10,2022-02-22T09:20:19+00:00,Click UI element in window,Hyperlink 'Add Condition' in Window 'Watchlist - Distill — Mozilla Firefox',firefox,Watchlist - Distill — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'Watchlist - Distill — Mozilla Firefox\\'']['Hyperlink \\'Add Condition\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -20 OffsetY: 3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopRight\n""]",39.0,Set the feed for the response of survey form,Event_165,6.0
37,Recording_34,Process_10,2022-02-22T09:20:25+00:00,Set drop-down list value in window,Combo Box in Window 'Watchlist - Distill — Mozilla Firefox',firefox,Watchlist - Distill — Mozilla Firefox,"[""UIAutomation.SetDropDownListValueInWindow.SetDropDownListValueByName DropDownList: appmask['Window \\'Watchlist - Distill — Mozilla Firefox\\'']['Combo Box'] OptionsNames: 'has number more than (>)'\n""]",40.0,Set the feed for the response of survey form,Event_165,3.0
38,Recording_34,Process_10,2022-02-22T09:20:28+00:00,Populate text field in window,Edit 'Number' in Window 'Watchlist - Distill — Mozilla Firefox'; Text:'0',firefox,Watchlist - Distill — Mozilla Firefox,"[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Watchlist - Distill — Mozilla Firefox\\'']['Edit \\'Number\\''] Text: '0' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",41.0,Set the feed for the response of survey form,Event_165,3.0
39,Recording_34,Process_10,2022-02-22T09:20:31+00:00,Press button in window,Button 'Save' in Window 'Watchlist - Distill — Mozilla Firefox',firefox,Watchlist - Distill — Mozilla Firefox,"[""UIAutomation.PressButton Button: appmask['Window \\'Watchlist - Distill — Mozilla Firefox\\'']['Button \\'Save\\'']\n"", '# End of autogenerated actions using the desktop recorder\n']",,Set the feed for the response of survey form,Event_165,0.0
