StepId,RecordingId,ProcessId,TimeStamp,StepName,StepDescription,ApplicationProcessName,ApplicationParentWindowName,AutomationStep,NextStepId,label_EventName,label_EventId,duration
10,Recording_42,Process_16,2022-02-28T05:49:34+00:00,Click UI element in window,Combo Box '*Subject' in Window 'New Event |  ...  - Microsoft​ Edge',msedge,New Event | Salesforce and 1 more page - Personal - Microsoft​ Edge,"[""UIAutomation.Click Element: appmask['Window \\'New Event |  ...  - Microsoft\u200b Edge\\'']['Combo Box \\'*Subject\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 23 OffsetY: 2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",13.0,Arrange the product demo meeting,Event_204,2.0
11,Recording_42,Process_16,2022-02-28T05:49:36+00:00,Send keys,TextToSend:'{LShiftKey}(M)eeting fo r9/2/2022',,,"['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{LShiftKey}(M)eeting{Space}fo{Space}r9/2/2022'\n""]",14.0,Arrange the product demo meeting,Event_204,15.0
12,Recording_42,Process_16,2022-02-28T05:49:51+00:00,Click UI element in window,Combo Box '*Subject' in Window 'New Event |  ...  - Microsoft​ Edge',msedge,New Event | Salesforce and 1 more page - Personal - Microsoft​ Edge,"[""UIAutomation.Click Element: appmask['Window \\'New Event |  ...  - Microsoft\u200b Edge\\'']['Combo Box \\'*Subject\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 87 OffsetY: -2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",15.0,Arrange the product demo meeting,Event_204,1.0
13,Recording_42,Process_16,2022-02-28T05:49:52+00:00,Send keys,TextToSend:'{Back}{Back}{Back}{Back}on ',,,"['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Back}{Back}{Back}{Back}on{Space}'\n""]",16.0,Arrange the product demo meeting,Event_204,13.0
14,Recording_42,Process_16,2022-02-28T05:50:05+00:00,Populate text field in window,Edit 'Location' in Window 'New Event |  ...  - Microsoft​ Edge'; Text:'ahmedabaad',msedge,New Event | Salesforce and 1 more page - Personal - Microsoft​ Edge,"[""UIAutomation.PopulateTextField TextField: appmask['Window \\'New Event |  ...  - Microsoft\u200b Edge\\'']['Edit \\'Location\\''] Text: 'ahmedabaad' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",17.0,Arrange the product demo meeting,Event_204,14.0
15,Recording_42,Process_16,2022-02-28T05:50:19+00:00,Set drop-down list value in window,Combo Box '*Time' in Window 'New Event |  ...  - Microsoft​ Edge',msedge,New Event | Salesforce and 1 more page - Personal - Microsoft​ Edge,"[""UIAutomation.SetDropDownListValueInWindow.SetDropDownListValueByName DropDownList: appmask['Window \\'New Event |  ...  - Microsoft\u200b Edge\\'']['Combo Box \\'*Time\\''] OptionsNames: '3:00 PM'\n""]",18.0,Arrange the product demo meeting,Event_204,5.0
16,Recording_42,Process_16,2022-02-28T05:50:24+00:00,Set drop-down list value in window,Combo Box '*Time' 2 in Window 'New Event |  ...  - Microsoft​ Edge',msedge,New Event | Salesforce and 1 more page - Personal - Microsoft​ Edge,"[""UIAutomation.SetDropDownListValueInWindow.SetDropDownListValueByName DropDownList: appmask['Window \\'New Event |  ...  - Microsoft\u200b Edge\\'']['Combo Box \\'*Time\\' 2'] OptionsNames: '3:45 PM'\n""]",19.0,Arrange the product demo meeting,Event_204,10.0
17,Recording_42,Process_16,2022-02-28T05:50:34+00:00,Click UI element in window,Combo Box 'Name' in Window 'New Event |  ...  - Microsoft​ Edge',msedge,New Event | Salesforce and 1 more page - Personal - Microsoft​ Edge,"[""UIAutomation.Click Element: appmask['Window \\'New Event |  ...  - Microsoft\u200b Edge\\'']['Combo Box \\'Name\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 48 OffsetY: 0 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",20.0,Arrange the product demo meeting,Event_204,3.0
18,Recording_42,Process_16,2022-02-28T05:50:37+00:00,Click UI element in window,Group 'Name Minor (Sample)' in Window 'New Event |  ...  - Microsoft​ Edge',msedge,New Event | Salesforce and 1 more page - Personal - Microsoft​ Edge,"[""UIAutomation.Click Element: appmask['Window \\'New Event |  ...  - Microsoft\u200b Edge\\'']['Group \\'Name Minor (Sample)\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 39 OffsetY: 55 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",21.0,Arrange the product demo meeting,Event_204,9.0
19,Recording_42,Process_16,2022-02-28T05:50:46+00:00,Set drop-down list value in window,Combo Box 'Name' in Window 'New Event |  ...  - Microsoft​ Edge',msedge,New Event | Salesforce and 1 more page - Personal - Microsoft​ Edge,"[""UIAutomation.SetDropDownListValueInWindow.SetDropDownListValueByName DropDownList: appmask['Window \\'New Event |  ...  - Microsoft\u200b Edge\\'']['Combo Box \\'Name\\''] OptionsNames: 'Name Minor (Sample)Press Delete to Remove'\n""]",22.0,Arrange the product demo meeting,Event_204,6.0
20,Recording_42,Process_16,2022-02-28T05:50:52+00:00,Click UI element in window,Combo Box 'Time Before Event' in Window 'New Event |  ...  - Microsoft​ Edge',msedge,New Event | Salesforce and 1 more page - Personal - Microsoft​ Edge,"[""UIAutomation.Click Element: appmask['Window \\'New Event |  ...  - Microsoft\u200b Edge\\'']['Combo Box \\'Time Before Event\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -12 OffsetY: -10 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomRight\n""]",23.0,Arrange the product demo meeting,Event_204,4.0
21,Recording_42,Process_16,2022-02-28T05:50:56+00:00,Click UI element in window,Group in Window 'New Event |  ...  - Microsoft​ Edge',msedge,New Event | Salesforce and 1 more page - Personal - Microsoft​ Edge,"[""UIAutomation.Click Element: appmask['Window \\'New Event |  ...  - Microsoft\u200b Edge\\'']['Group'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -125 OffsetY: 21 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",24.0,Arrange the product demo meeting,Event_204,7.0
22,Recording_42,Process_16,2022-02-28T05:51:03+00:00,Press button in window,Button 'Save' in Window 'New Event |  ...  - Microsoft​ Edge',msedge,New Event | Salesforce and 1 more page - Personal - Microsoft​ Edge,"[""UIAutomation.PressButton Button: appmask['Window \\'New Event |  ...  - Microsoft\u200b Edge\\'']['Button \\'Save\\'']\n""]",25.0,Arrange the product demo meeting,Event_204,6.0
23,Recording_42,Process_16,2022-02-28T05:51:09+00:00,Click UI element in window,Text 'slds- ...  forceToastMessage' in Window 'Calendar |  ...  - Microsoft​ Edge',msedge,Calendar | Salesforce and 1 more page - Personal - Microsoft​ Edge,"[""UIAutomation.Click Element: appmask['Window \\'Calendar |  ...  - Microsoft\u200b Edge\\'']['Text \\'slds- ...  forceToastMessage\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 130 OffsetY: -11 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomLeft\n"", '# End of autogenerated actions using the desktop recorder\n']",,Arrange the product demo meeting,Event_204,0.0
