"RecordingId","ProcessId","TimeStamp","StepName","StepDescription","ApplicationProcessName","ApplicationParentWindowName","AutomationStep","NextStepId","label_EventName","label_EventId","Process_Name","Connectors"
"Recording_23","Process_4","2022-02-21T08:54:12+00:00","Select menu option in window","Menu Item 'App launcher' in Window 'Microsoft  ...  (Private Browsing)'","firefox","Microsoft Office Home — Mozilla Firefox (Private Browsing)","[""UIAutomation.SelectMenuOption Control: appmask['Window \\'Microsoft  ...  (Private Browsing)\\'']['Menu Item \\'App launcher\\'']\n""]","13","Go to the company's employee directory","Event_106","Office365users/sendmail/onenote","Office365users"
"Recording_23","Process_4","2022-02-21T08:54:17+00:00","Click UI element in window","Hyperlink 'Admin' in Window 'Microsoft  ...  (Private Browsing)'","firefox","Microsoft Office Home — Mozilla Firefox (Private Browsing)","[""UIAutomation.Click Element: appmask['Window \\'Microsoft  ...  (Private Browsing)\\'']['Hyperlink \\'Admin\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 16 OffsetY: 7 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]","14","Go to the company's employee directory","Event_106","Office365users/sendmail/onenote","Office365users"
"Recording_23","Process_4","2022-02-21T08:54:28+00:00","Select menu option in window","Menu Item 'Users' in Window 'Microsoft  ...  (Private Browsing)' 2","firefox","Microsoft 365 admin center - Home — Mozilla Firefox (Private Browsing)","[""UIAutomation.SelectMenuOption Control: appmask['Window \\'Microsoft  ...  (Private Browsing)\\' 2']['Menu Item \\'Users\\'']\n""]","15","Make the changes as mentioned in file","Event_107","Office365users/sendmail/onenote","Office365users"
"Recording_23","Process_4","2022-02-21T08:54:32+00:00","Select menu option in window","Menu Item 'Active users' in Window 'Microsoft  ...  (Private Browsing)' 2","firefox","Microsoft 365 admin center - Home — Mozilla Firefox (Private Browsing)","[""UIAutomation.SelectMenuOption Control: appmask['Window \\'Microsoft  ...  (Private Browsing)\\' 2']['Menu Item \\'Active users\\'']\n""]","16","Make the changes as mentioned in file","Event_107","Office365users/sendmail/onenote","Office365users"
"Recording_23","Process_4","2022-02-21T08:54:39+00:00","Click UI element in window","Edit 'Darshna Surname' in Window 'Microsoft  ...  (Private Browsing)' 3","firefox","Microsoft 365 admin center - Active users — Mozilla Firefox (Private Browsing)","[""UIAutomation.Click Element: appmask['Window \\'Microsoft  ...  (Private Browsing)\\' 3']['Edit \\'Darshna Surname\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -25 OffsetY: 0 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]","17","Make the changes as mentioned in file","Event_107","Office365users/sendmail/onenote","Office365users"
"Recording_23","Process_4","2022-02-21T08:54:50+00:00","Press button in window","Button 'Manage roles' in Window 'Microsoft  ...  (Private Browsing)' 2","firefox","Microsoft 365 admin center - Home — Mozilla Firefox (Private Browsing)","[""UIAutomation.PressButton Button: appmask['Window \\'Microsoft  ...  (Private Browsing)\\' 2']['Button \\'Manage roles\\'']\n""]","18","Make the changes as mentioned in file","Event_107","Office365users/sendmail/onenote","Office365users"
"Recording_23","Process_4","2022-02-21T08:55:02+00:00","Click UI element in window","UI Custom in Window 'Microsoft  ...  (Private Browsing)' 2","firefox","Microsoft 365 admin center - Home — Mozilla Firefox (Private Browsing)","[""UIAutomation.Click Element: appmask['Window \\'Microsoft  ...  (Private Browsing)\\' 2']['UI Custom'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 48 OffsetY: -40 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]","19","Make the changes as mentioned in file","Event_107","Office365users/sendmail/onenote","Office365users"
"Recording_23","Process_4","2022-02-21T08:55:10+00:00","Click UI element in window","Edit 'Exchange Administrator' in Window 'Microsoft  ...  (Private Browsing)' 2","firefox","Microsoft 365 admin center - Home — Mozilla Firefox (Private Browsing)","[""UIAutomation.Click Element: appmask['Window \\'Microsoft  ...  (Private Browsing)\\' 2']['Edit \\'Exchange Administrator\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 0 OffsetY: -5 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomLeft\n""]","20","Make the changes as mentioned in file","Event_107","Office365users/sendmail/onenote","Office365users"
"Recording_23","Process_4","2022-02-21T08:55:14+00:00","Press button in window","Button 'Save changes' in Window 'Microsoft  ...  (Private Browsing)' 2","firefox","Microsoft 365 admin center - Home — Mozilla Firefox (Private Browsing)","[""UIAutomation.PressButton Button: appmask['Window \\'Microsoft  ...  (Private Browsing)\\' 2']['Button \\'Save changes\\'']\n""]","21","Make the changes as mentioned in file","Event_107","Office365users/sendmail/onenote","Office365users"
"Recording_23","Process_4","2022-02-21T08:55:26+00:00","Press button in window","Button 'Open a new tab (Ctrl+T)' in Window 'Microsoft  ...  (Private Browsing)' 2","firefox","Microsoft 365 admin center - Home — Mozilla Firefox (Private Browsing)","[""UIAutomation.PressButton Button: appmask['Window \\'Microsoft  ...  (Private Browsing)\\' 2']['Button \\'Open a new tab (Ctrl+T)\\'']\n""]","22","Send mail to employee about the change","Event_108","Office365users/sendmail/onenote","Office365users"
"Recording_23","Process_4","2022-02-21T08:55:33+00:00","Populate text field in window","Edit 'Search with Google or enter address' in Window 'Mozilla Firefox (Private Browsing)'; Text:'outlook'","firefox","Mozilla Firefox (Private Browsing)","[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Mozilla Firefox (Private Browsing)\\'']['Edit \\'Search with Google or enter address\\''] Text: 'outlook' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]","23","Send mail to employee about the change","Event_108","Office365users/sendmail/onenote","sendmail"
"Recording_23","Process_4","2022-02-21T08:55:34+00:00","Send keys","TextToSend:'{Return}'","","","['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}'\n""]","24","Send mail to employee about the change","Event_108","Office365users/sendmail/onenote","sendmail"
"Recording_23","Process_4","2022-02-21T08:55:38+00:00","Click UI element in window","Hyperlink 'Outlook –  ... k.live.com' in Window 'outlook -  ...  (Private Browsing)'","firefox","outlook - Google Search — Mozilla Firefox (Private Browsing)","[""UIAutomation.Click Element: appmask['Window \\'outlook -  ...  (Private Browsing)\\'']['Hyperlink \\'Outlook –  ... k.live.com\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -169 OffsetY: -2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]","25","Send mail to employee about the change","Event_108","Office365users/sendmail/onenote","sendmail"
"Recording_23","Process_4","2022-02-21T08:55:42+00:00","Click UI element in window","Hyperlink 'Sign in' in Window 'Outlook –  ...  (Private Browsing)'","firefox","Outlook – free personal email and calendar from Microsoft — Mozilla Firefox (Private Browsing)","[""UIAutomation.Click Element: appmask['Window \\'Outlook –  ...  (Private Browsing)\\'']['Hyperlink \\'Sign in\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 28 OffsetY: 2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]","26","Send mail to employee about the change","Event_108","Office365users/sendmail/onenote","sendmail"
"Recording_23","Process_4","2022-02-21T08:56:29+00:00","Populate text field in window","Edit 'Enter your email, phone, or Skype.' in Window 'Sign in to  ...  (Private Browsing)'; Text:'Email@Domain'","firefox","Sign in to your Microsoft account — Mozilla Firefox (Private Browsing)","[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Sign in to  ...  (Private Browsing)\\'']['Edit \\'Enter your email, phone, or Skype.\\''] Text: 'Email@Domain' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]","27","Send mail to employee about the change","Event_108","Office365users/sendmail/onenote","sendmail"
"Recording_23","Process_4","2022-02-21T08:56:31+00:00","Press button in window","Button 'Next' in Window 'Sign in to  ...  (Private Browsing)'","firefox","Sign in to your Microsoft account — Mozilla Firefox (Private Browsing)","[""UIAutomation.PressButton Button: appmask['Window \\'Sign in to  ...  (Private Browsing)\\'']['Button \\'Next\\'']\n""]","28","Send mail to employee about the change","Event_108","Office365users/sendmail/onenote","sendmail"
"Recording_23","Process_4","2022-02-21T08:56:43+00:00","Press button in window","Button 'New message' in Window 'Mail - Name  ...  (Private Browsing)'","firefox","Mail - Name Surname - Outlook — Mozilla Firefox (Private Browsing)","[""UIAutomation.PressButton Button: appmask['Window \\'Mail - Name  ...  (Private Browsing)\\'']['Button \\'New message\\'']\n""]","29","Send mail to employee about the change","Event_108","Office365users/sendmail/onenote","sendmail"
"Recording_23","Process_4","2022-02-21T08:56:46+00:00","Click UI element in window","Combo Box 'To' in Window 'Mail - Name  ...  (Private Browsing)'","firefox","Mail - Name Surname - Outlook — Mozilla Firefox (Private Browsing)","[""UIAutomation.Click Element: appmask['Window \\'Mail - Name  ...  (Private Browsing)\\'']['Combo Box \\'To\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 49 OffsetY: -10 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomLeft\n""]","30","Send mail to employee about the change","Event_108","Office365users/sendmail/onenote","sendmail"
"Recording_23","Process_4","2022-02-21T08:56:59+00:00","Click UI element in window","Combo Box 'To' in Window 'Mail - Name  ...  (Private Browsing)'","firefox","Mail - Name Surname - Outlook — Mozilla Firefox (Private Browsing)","[""UIAutomation.Click Element: appmask['Window \\'Mail - Name  ...  (Private Browsing)\\'']['Combo Box \\'To\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 116 OffsetY: -2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomLeft\n""]","31","Send mail to employee about the change","Event_108","Office365users/sendmail/onenote","sendmail"
"Recording_23","Process_4","2022-02-21T08:57:00+00:00","Send keys","TextToSend:'darsh'","","","['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: 'darsh'\n""]","32","Send mail to employee about the change","Event_108","Office365users/sendmail/onenote","sendmail"
"Recording_23","Process_4","2022-02-21T08:57:06+00:00","Click UI element in window","List Item 'Darshna  ... osoft.com)' in Window 'Mail - Name  ...  (Private Browsing)'","firefox","Mail - Name Surname - Outlook — Mozilla Firefox (Private Browsing)","[""UIAutomation.Click Element: appmask['Window \\'Mail - Name  ...  (Private Browsing)\\'']['List Item \\'Darshna  ... osoft.com)\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 26 OffsetY: 0 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]","33","Send mail to employee about the change","Event_108","Office365users/sendmail/onenote","sendmail"
"Recording_23","Process_4","2022-02-21T08:57:16+00:00","Populate text field in window","Edit 'Add a subject' in Window 'Mail - Name  ...  (Private Browsing)'; Text:'Role change notification'","firefox","Mail - Name Surname - Outlook — Mozilla Firefox (Private Browsing)","[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Mail - Name  ...  (Private Browsing)\\'']['Edit \\'Add a subject\\''] Text: 'Role change notification' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]","34","Send mail to employee about the change","Event_108","Office365users/sendmail/onenote","sendmail"
"Recording_23","Process_4","2022-02-21T08:57:20+00:00","Populate text field in window","Edit 'Message body' in Window 'Mail - Name  ...  (Private Browsing)'; Text:'Hello Darshna,Tab'","firefox","Mail - Name Surname - Outlook — Mozilla Firefox (Private Browsing)","[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Mail - Name  ...  (Private Browsing)\\'']['Edit \\'Message body\\''] Text: 'Hello Darshna,Tab' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]","35","Send mail to employee about the change","Event_108","Office365users/sendmail/onenote","sendmail"
"Recording_23","Process_4","2022-02-21T08:57:24+00:00","Send keys","TextToSend:'{Return}'","","","['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}'\n""]","36","Send mail to employee about the change","Event_108","Office365users/sendmail/onenote","sendmail"
"Recording_23","Process_4","2022-02-21T08:57:51+00:00","Populate text field in window","Edit 'Message body' in Window 'Mail - Name  ...  (Private Browsing)'; Text:'Hello Darshna, You now can access your prrofile as a exchange administrator.'","firefox","Mail - Name Surname - Outlook — Mozilla Firefox (Private Browsing)","[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Mail - Name  ...  (Private Browsing)\\'']['Edit \\'Message body\\''] Text: 'Hello\xa0Darshna, You now can access your prrofile as a exchange administrator.' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]","37","Send mail to employee about the change","Event_108","Office365users/sendmail/onenote","sendmail"
"Recording_23","Process_4","2022-02-21T08:57:58+00:00","Select menu option in window","Menu Item 'Send' in Window 'Mail - Name  ...  (Private Browsing)'","firefox","Mail - Name Surname - Outlook — Mozilla Firefox (Private Browsing)","[""UIAutomation.SelectMenuOption Control: appmask['Window \\'Mail - Name  ...  (Private Browsing)\\'']['Menu Item \\'Send\\'']\n"", '# End of autogenerated actions using the desktop recorder\n']","","Send mail to employee about the change","Event_108","Office365users/sendmail/onenote","sendmail"
