StepId,RecordingId,ProcessId,TimeStamp,StepName,StepDescription,ApplicationProcessName,ApplicationParentWindowName,AutomationStep,NextStepId,label_EventName,label_EventId,duration
12,Recording_40,Process_15,2022-02-28T04:19:50+00:00,Click UI element in window,List Item 2 in Pane 'New Tab - Google Chrome - Person 1',chrome,New Tab - Google Chrome - Person 1,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['List Item 2'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -170 OffsetY: 20 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopRight\n""]",14.0,Create a customer requirement form,Event_193,18.0
13,Recording_40,Process_15,2022-02-28T04:20:08+00:00,Populate text field in window,Edit 2 in Pane 'New Tab - Google Chrome - Person 1'; Text:'Please specify the interested product ',chrome,New Tab - Google Chrome - Person 1,"[""UIAutomation.PopulateTextField TextField: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Edit 2'] Text: 'Please specify the interested product ' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",15.0,Create a customer requirement form,Event_193,4.0
14,Recording_40,Process_15,2022-02-28T04:20:12+00:00,Click UI element in window,Edit 2 in Pane 'New Tab - Google Chrome - Person 1',chrome,New Tab - Google Chrome - Person 1,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Edit 2'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -29 OffsetY: -2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",16.0,Create a customer requirement form,Event_193,2.0
15,Recording_40,Process_15,2022-02-28T04:20:14+00:00,Press button in window,Button 'Save' in Pane 'New Tab - Google Chrome - Person 1',chrome,New Tab - Google Chrome - Person 1,"[""UIAutomation.PressButton Button: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Button \\'Save\\'']\n""]",17.0,Create a customer requirement form,Event_193,12.0
16,Recording_40,Process_15,2022-02-28T04:20:26+00:00,Click UI element in window,List Item 3 in Pane 'New Tab - Google Chrome - Person 1',chrome,New Tab - Google Chrome - Person 1,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['List Item 3'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 24 OffsetY: -10 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomCenter\n""]",18.0,Create a customer requirement form,Event_193,3.0
17,Recording_40,Process_15,2022-02-28T04:20:29+00:00,Click UI element in window,List Item 4 in Pane 'New Tab - Google Chrome - Person 1',chrome,New Tab - Google Chrome - Person 1,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['List Item 4'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 171 OffsetY: 27 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopLeft\n""]",19.0,Create a customer requirement form,Event_193,9.0
18,Recording_40,Process_15,2022-02-28T04:20:38+00:00,Populate text field in window,Edit 2 in Pane 'New Tab - Google Chrome - Person 1'; Text:'Mentioned Budget limits',chrome,New Tab - Google Chrome - Person 1,"[""UIAutomation.PopulateTextField TextField: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Edit 2'] Text: 'Mentioned Budget limits' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",20.0,Create a customer requirement form,Event_193,4.0
19,Recording_40,Process_15,2022-02-28T04:20:42+00:00,Press button in window,Button 'Save' in Pane 'New Tab - Google Chrome - Person 1',chrome,New Tab - Google Chrome - Person 1,"[""UIAutomation.PressButton Button: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Button \\'Save\\'']\n""]",21.0,Create a customer requirement form,Event_193,6.0
20,Recording_40,Process_15,2022-02-28T04:20:48+00:00,Click UI element in window,List Item 5 in Pane 'New Tab - Google Chrome - Person 1',chrome,New Tab - Google Chrome - Person 1,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['List Item 5'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 13 OffsetY: 3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",22.0,Create a customer requirement form,Event_193,3.0
21,Recording_40,Process_15,2022-02-28T04:20:51+00:00,Click UI element in window,List Item 6 in Pane 'New Tab - Google Chrome - Person 1',chrome,New Tab - Google Chrome - Person 1,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['List Item 6'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -4 OffsetY: 30 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopCenter\n""]",23.0,Create a customer requirement form,Event_193,10.0
22,Recording_40,Process_15,2022-02-28T04:21:01+00:00,Click UI element in window,Edit 2 in Pane 'New Tab - Google Chrome - Person 1',chrome,New Tab - Google Chrome - Person 1,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Edit 2'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 174 OffsetY: 3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",24.0,Create a customer requirement form,Event_193,22.0
23,Recording_40,Process_15,2022-02-28T04:21:23+00:00,Populate text field in window,Edit 3 in Pane 'New Tab - Google Chrome - Person 1'; Text:'Detail special need if any',chrome,New Tab - Google Chrome - Person 1,"[""UIAutomation.PopulateTextField TextField: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Edit 3'] Text: 'Detail special need if any' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",25.0,Create a customer requirement form,Event_193,4.0
24,Recording_40,Process_15,2022-02-28T04:21:27+00:00,Press button in window,Button 'Save' in Pane 'New Tab - Google Chrome - Person 1',chrome,New Tab - Google Chrome - Person 1,"[""UIAutomation.PressButton Button: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Button \\'Save\\'']\n""]",26.0,Create a customer requirement form,Event_193,9.0
25,Recording_40,Process_15,2022-02-28T04:21:36+00:00,Click UI element in window,Hyperlink 'Access Form' in Pane 'New Tab - Google Chrome - Person 1',chrome,New Tab - Google Chrome - Person 1,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Hyperlink \\'Access Form\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 27 OffsetY: -3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",29.0,Create a customer requirement form,Event_193,12.0
26,Recording_40,Process_15,2022-02-28T04:21:48+00:00,Click UI element in window,Hyperlink ' Share' in Pane 'New Tab - Google Chrome - Person 1',chrome,New Tab - Google Chrome - Person 1,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Hyperlink \\'\ue908 Share\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -9 OffsetY: -10 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomCenter\n""]",30.0,Copy the link of form,Event_194,4.0
27,Recording_40,Process_15,2022-02-28T04:21:52+00:00,Drag and drop UI element in window,Edit 4 in Pane 'New Tab - Google Chrome - Person 1',chrome,New Tab - Google Chrome - Person 1,"[""UIAutomation.DragAndDropElement MouseDownOffsetY: -10 MouseDownOffsetX: -82 RectangleEdgePointForMouseDown: UIAutomation.RectangleEdgePoint.MiddleCenter ControlToDrag: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Edit 4'] MouseUpOffsetY: 18 MouseUpOffsetX: 11 RectangleEdgePointForMouseUp: UIAutomation.RectangleEdgePoint.MiddleCenter ControlToDropOver: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Edit 4'] ClickType: UIAutomation.DragAndDropClickType.LeftClick\n"", 'WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{LControlKey}({C})'\n""]",31.0,Copy the link of form,Event_194,0.0
28,Recording_40,Process_15,2022-02-28T04:21:52+00:00,Send keys,TextToSend:'{LControlKey}({C})',,,"[""UIAutomation.DragAndDropElement MouseDownOffsetY: -10 MouseDownOffsetX: -82 RectangleEdgePointForMouseDown: UIAutomation.RectangleEdgePoint.MiddleCenter ControlToDrag: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Edit 4'] MouseUpOffsetY: 18 MouseUpOffsetX: 11 RectangleEdgePointForMouseUp: UIAutomation.RectangleEdgePoint.MiddleCenter ControlToDropOver: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Edit 4'] ClickType: UIAutomation.DragAndDropClickType.LeftClick\n"", 'WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{LControlKey}({C})'\n""]",34.0,Copy the link of form,Event_194,8.0
29,Recording_40,Process_15,2022-02-28T04:22:00+00:00,Drag and drop UI element in window,Edit 4 in Pane 'New Tab - Google Chrome - Person 1',chrome,New Tab - Google Chrome - Person 1,"[""UIAutomation.DragAndDropElement MouseDownOffsetY: -4 MouseDownOffsetX: -71 RectangleEdgePointForMouseDown: UIAutomation.RectangleEdgePoint.MiddleCenter ControlToDrag: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Edit 4'] MouseUpOffsetY: 17 MouseUpOffsetX: 9 RectangleEdgePointForMouseUp: UIAutomation.RectangleEdgePoint.MiddleCenter ControlToDropOver: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Edit 4'] ClickType: UIAutomation.DragAndDropClickType.LeftClick\n"", 'WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{LControlKey}({C})'\n""]",35.0,Copy the link of form,Event_194,0.0
30,Recording_40,Process_15,2022-02-28T04:22:00+00:00,Send keys,TextToSend:'{LControlKey}({C})',,,"[""UIAutomation.DragAndDropElement MouseDownOffsetY: -4 MouseDownOffsetX: -71 RectangleEdgePointForMouseDown: UIAutomation.RectangleEdgePoint.MiddleCenter ControlToDrag: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Edit 4'] MouseUpOffsetY: 17 MouseUpOffsetX: 9 RectangleEdgePointForMouseUp: UIAutomation.RectangleEdgePoint.MiddleCenter ControlToDropOver: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Edit 4'] ClickType: UIAutomation.DragAndDropClickType.LeftClick\n"", 'WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{LControlKey}({C})'\n""]",36.0,Copy the link of form,Event_194,2.0
31,Recording_40,Process_15,2022-02-28T04:22:02+00:00,Press button in window,Button 'New Tab' in Pane 'New Tab - Google Chrome - Person 1',chrome,New Tab - Google Chrome - Person 1,"[""UIAutomation.PressButton Button: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Button \\'New Tab\\'']\n""]",37.0,Go to crm tool,Event_195,6.0
32,Recording_40,Process_15,2022-02-28T04:22:08+00:00,Press button in window,Button 'Home Page - Zoho CRM' in Pane 'New Tab - Google Chrome - Person 1',chrome,New Tab - Google Chrome - Person 1,"[""UIAutomation.PressButton Button: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Button \\'Home Page - Zoho CRM\\'']\n""]",38.0,Go to crm tool,Event_195,10.0
33,Recording_40,Process_15,2022-02-28T04:22:18+00:00,Click UI element in window,Hyperlink 'Contacts' in Pane 'New Tab - Google Chrome - Person 1',chrome,New Tab - Google Chrome - Person 1,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Hyperlink \\'Contacts\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 8 OffsetY: -5 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",39.0,Mail the link of created form to customer,Event_196,11.0
34,Recording_40,Process_15,2022-02-28T04:22:29+00:00,Click UI element in window,Text 'Name Surname (Sample)' in Pane 'New Tab - Google Chrome - Person 1',chrome,New Tab - Google Chrome - Person 1,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Text \\'Name Surname (Sample)\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 38 OffsetY: 0 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",40.0,Mail the link of created form to customer,Event_196,7.0
35,Recording_40,Process_15,2022-02-28T04:22:36+00:00,Click UI element in window,List Item 8 in Pane 'New Tab - Google Chrome - Person 1',chrome,New Tab - Google Chrome - Person 1,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['List Item 8'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 2 OffsetY: 4 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",41.0,Mail the link of created form to customer,Event_196,4.0
36,Recording_40,Process_15,2022-02-28T04:22:40+00:00,Press button in window,Button 'Send Email' in Pane 'New Tab - Google Chrome - Person 1',chrome,New Tab - Google Chrome - Person 1,"[""UIAutomation.PressButton Button: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Button \\'Send Email\\'']\n""]",42.0,Mail the link of created form to customer,Event_196,29.0
37,Recording_40,Process_15,2022-02-28T04:23:09+00:00,Populate text field in window,Edit 'Subject' in Pane 'New Tab - Google Chrome - Person 1'; Text:'Share the requirement',chrome,New Tab - Google Chrome - Person 1,"[""UIAutomation.PopulateTextField TextField: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Edit \\'Subject\\''] Text: 'Share the requirement' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",43.0,Mail the link of created form to customer,Event_196,3.0
38,Recording_40,Process_15,2022-02-28T04:23:12+00:00,Click UI element in window,Edit 'Subject' in Pane 'New Tab - Google Chrome - Person 1',chrome,New Tab - Google Chrome - Person 1,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Edit \\'Subject\\''] ClickType: UIAutomation.ClickType.LeftClick\n""]",44.0,Mail the link of created form to customer,Event_196,1.0
39,Recording_40,Process_15,2022-02-28T04:23:13+00:00,Send keys,"TextToSend:'{LShiftKey}(H)ello,{LShiftKey}({Return}{Return}P)lease go the{Back}rought the below link and providd{Back}e your requirement on interested products.{Return}{Return}{LControlKey}({V})'",,,"['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{LShiftKey}(H)ello,{LShiftKey}({Return}{Return}P)lease{Space}go{Space}the{Back}rought{Space}the{Space}below{Space}link{Space}and{Space}providd{Back}e{Space}your{Space}requirement{Space}on{Space}interested{Space}products.{Return}{Return}{LControlKey}({V})'\n""]",45.0,Mail the link of created form to customer,Event_196,30.0
40,Recording_40,Process_15,2022-02-28T04:23:43+00:00,Click UI element in window,Text 'https ... HASHED_VALUE' in Pane 'New Tab - Google Chrome - Person 1',chrome,New Tab - Google Chrome - Person 1,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Text \\'https ... HASHED_VALUE\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -278 OffsetY: 2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]",46.0,Mail the link of created form to customer,Event_196,3.0
41,Recording_40,Process_15,2022-02-28T04:23:46+00:00,Click UI element in window,Data Item 'Compose Email' in Pane 'New Tab - Google Chrome - Person 1',chrome,New Tab - Google Chrome - Person 1,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Data Item \\'Compose Email\\''] ClickType: UIAutomation.ClickType.LeftClick\n""]",49.0,Mail the link of created form to customer,Event_196,7.0
42,Recording_40,Process_15,2022-02-28T04:23:53+00:00,Click UI element in window,Group in Pane 'New Tab - Google Chrome - Person 1',chrome,New Tab - Google Chrome - Person 1,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Group'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 300 OffsetY: -48 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",50.0,Mail the link of created form to customer,Event_196,4.0
43,Recording_40,Process_15,2022-02-28T04:23:57+00:00,Press button in window,Button 'Send' in Pane 'New Tab - Google Chrome - Person 1',chrome,New Tab - Google Chrome - Person 1,"[""UIAutomation.PressButton Button: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Button \\'Send\\'']\n"", '# End of autogenerated actions using the desktop recorder\n']",,Mail the link of created form to customer,Event_196,0.0
