StepId,RecordingId,ProcessId,TimeStamp,StepName,StepDescription,ApplicationProcessName,ApplicationParentWindowName,AutomationStep,NextStepId,label_EventName,label_EventId,Connectors,duration
27,Recording_134,Process_1,2022-02-18T09:29:29+00:00,Populate text field in window,"Edit 'Start a new conversation. Type @ to mention someone.' in Pane 'General (1DCG  ...  Teams, Main Window'; Text:'''https://forms.office.com/Pages/ResponsePage.aspx?id=
'''",Teams,"General (1DCG Leads Only) | Microsoft Teams, Main Window","[""UIAutomation.PopulateTextField TextField: appmask['Pane \\'General (1DCG  ...  Teams, Main Window\\'']['Edit \\'Start a new conversation. Type @ to mention someone.\\''] Text: '''https://forms.office.com/Pages/ResponsePage.aspx?id=\u200b\u200b\u200b\u200b\u200b\u200b\u200b\n"", ""''' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",29.00.00,Share the form,Event_616,teams,03.00
28,Recording_134,Process_1,2022-02-18T09:29:32+00:00,Press button in window,"Button 'Send' in Pane 'General (1DCG  ...  Teams, Main Window'",Teams,"General (1DCG Leads Only) | Microsoft Teams, Main Window","[""UIAutomation.PressButton Button: appmask['Pane \\'General (1DCG  ...  Teams, Main Window\\'']['Button \\'Send\\'']\n""]",30.00.00,Share the form,Event_616,teams,05.00
29,Recording_134,Process_1,2022-02-18T09:29:37+00:00,Press button in window,"Button 'Add a tab' in Pane 'General (1DCG  ...  Teams, Main Window'",Teams,"General (1DCG Leads Only) | Microsoft Teams, Main Window","[""UIAutomation.PressButton Button: appmask['Pane \\'General (1DCG  ...  Teams, Main Window\\'']['Button \\'Add a tab\\'']\n""]",31.00.00,Open the roadmap app and make the task ready,Event_617,teams,09.00
30,Recording_134,Process_1,2022-02-18T09:29:46+00:00,Populate text field in window,"Edit 'Search' in Pane 'General (1DCG  ...  Teams, Main Window'; Text:'Project'",Teams,"General (1DCG Leads Only) | Microsoft Teams, Main Window","[""UIAutomation.PopulateTextField TextField: appmask['Pane \\'General (1DCG  ...  Teams, Main Window\\'']['Edit \\'Search\\''] Text: 'Project' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",32.00.00,Open the roadmap app and make the task ready,Event_617,teams,04.00
31,Recording_134,Process_1,2022-02-18T09:29:50+00:00,Click UI element in window,"List Item 'Project' in Pane 'General (1DCG  ...  Teams, Main Window'",Teams,"General (1DCG Leads Only) | Microsoft Teams, Main Window","[""UIAutomation.Click Element: appmask['Pane \\'General (1DCG  ...  Teams, Main Window\\'']['List Item \\'Project\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -10 OffsetY: -27 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomRight\n""]",33.00.00,Open the roadmap app and make the task ready,Event_617,teams,06.00
32,Recording_134,Process_1,2022-02-18T09:29:56+00:00,Press button in window,"Button 'Create new project' in Pane 'General (1DCG  ...  Teams, Main Window'",Teams,"General (1DCG Leads Only) | Microsoft Teams, Main Window","[""UIAutomation.PressButton Button: appmask['Pane \\'General (1DCG  ...  Teams, Main Window\\'']['Button \\'Create new project\\'']\n""]",34.00.00,Open the roadmap app and make the task ready,Event_617,teams,19.00
33,Recording_134,Process_1,2022-02-18T09:30:15+00:00,Populate text field in window,"Edit 'Name your project' in Pane 'General (1DCG  ...  Teams, Main Window'; Text:'New Policy feedback'",Teams,"General (1DCG Leads Only) | Microsoft Teams, Main Window","[""UIAutomation.PopulateTextField TextField: appmask['Pane \\'General (1DCG  ...  Teams, Main Window\\'']['Edit \\'Name your project\\''] Text: 'New Policy feedback' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",35.00.00,Open the roadmap app and make the task ready,Event_617,teams,03.00
34,Recording_134,Process_1,2022-02-18T09:30:18+00:00,Press button in window,"Button 'Save' in Pane 'General (1DCG  ...  Teams, Main Window'",Teams,"General (1DCG Leads Only) | Microsoft Teams, Main Window","[""UIAutomation.PressButton Button: appmask['Pane \\'General (1DCG  ...  Teams, Main Window\\'']['Button \\'Save\\'']\n""]",36.00.00,Open the roadmap app and make the task ready,Event_617,teams,13.00
35,Recording_134,Process_1,2022-02-18T09:30:31+00:00,Click UI element in window,"Text 'Add new task' in Pane 'General (1DCG  ...  Teams, Main Window'",Teams,"General (1DCG Leads Only) | Microsoft Teams, Main Window","[""UIAutomation.Click Element: appmask['Pane \\'General (1DCG  ...  Teams, Main Window\\'']['Text \\'Add new task\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -18 OffsetY: 0 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]",37.00.00,Open the roadmap app and make the task ready,Event_617,teams,09.00
36,Recording_134,Process_1,2022-02-18T09:30:40+00:00,Click UI element in window,"Tree Item 'Add new  ...  of 1. Column 3 of 7' in Pane 'General (1DCG  ...  Teams, Main Window'",Teams,"General (1DCG Leads Only) | Microsoft Teams, Main Window","[""UIAutomation.Click Element: appmask['Pane \\'General (1DCG  ...  Teams, Main Window\\'']['Tree Item \\'Add new  ...  of 1. Column 3 of 7\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 63 OffsetY: 3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",38.00.00,Open the roadmap app and make the task ready,Event_617,teams,34.00.00
37,Recording_134,Process_1,2022-02-18T09:31:14+00:00,Populate text field in window,"Edit 'Add New Row' in Pane 'General (1DCG  ...  Teams, Main Window'; Text:'Submit the responses of feeback for new launched policy'",Teams,"General (1DCG Leads Only) | Microsoft Teams, Main Window","[""UIAutomation.PopulateTextField TextField: appmask['Pane \\'General (1DCG  ...  Teams, Main Window\\'']['Edit \\'Add New Row\\''] Text: 'Submit the responses of feeback for new launched policy' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",39.00.00,Open the roadmap app and make the task ready,Event_617,teams,03.00
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
