"","StepId","RecordingId","ProcessId","TimeStamp","DurationSec","StepName","StepDescription","ApplicationProcessName","ApplicationParentWindowName","AutomationStep","NextStepId","label_EventName","label_EventId","Process_Name","Connectors"
"11",10,"Recording_33","Process_9",2022-02-22 05:53:08,1,"Populate text field in window","Edit 'Address and search bar' in Pane 'New Tab - Google Chrome (Incognito)'; Text:'zoho forms'","chrome","New Tab - Google Chrome (Incognito)","[""UIAutomation.PopulateTextField TextField: appmask['Pane \\'New Tab - Google Chrome (Incognito)\\'']['Edit \\'Address and search bar\\''] Text: 'zoho forms' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",12,"Open online form builder app","Event_157","Microsoftforms/approvals/projectonline",NA
"12",11,"Recording_33","Process_9",2022-02-22 05:53:09,4,"Send keys","TextToSend:'{Return}'","","","['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}'\n""]",13,"Open online form builder app","Event_157","Microsoftforms/approvals/projectonline",NA
"13",12,"Recording_33","Process_9",2022-02-22 05:53:13,5,"Click UI element in window","Hyperlink ' Form  ... om › forms' in Pane 'New Tab - Google Chrome (Incognito)'","chrome","New Tab - Google Chrome (Incognito)","[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome (Incognito)\\'']['Hyperlink \\' Form  ... om › forms\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 109 OffsetY: 0 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",14,"Open online form builder app","Event_157","Microsoftforms/approvals/projectonline",NA
"14",13,"Recording_33","Process_9",2022-02-22 05:53:18,4,"Click UI element in window","Hyperlink 'SIGN IN' in Pane 'New Tab - Google Chrome (Incognito)'","chrome","New Tab - Google Chrome (Incognito)","[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome (Incognito)\\'']['Hyperlink \\'SIGN IN\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 0 OffsetY: -4 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",15,"Open online form builder app","Event_157","Microsoftforms/approvals/projectonline",NA
"15",14,"Recording_33","Process_9",2022-02-22 05:53:22,4,"Press button in window","Button 'New Form' in Pane 'New Tab - Google Chrome (Incognito)'","chrome","New Tab - Google Chrome (Incognito)","[""UIAutomation.PressButton Button: appmask['Pane \\'New Tab - Google Chrome (Incognito)\\'']['Button \\'New Form\\'']\n""]",16,"Open online form builder app","Event_157","Microsoftforms/approvals/projectonline",NA
"16",15,"Recording_33","Process_9",2022-02-22 05:53:26,2,"Click UI element in window","List Item in Pane 'New Tab - Google Chrome (Incognito)'","chrome","New Tab - Google Chrome (Incognito)","[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome (Incognito)\\'']['List Item'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 107 OffsetY: 9 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopLeft\n""]",17,"Prepare Customer Request Form Template ","Event_158","Microsoftforms/approvals/projectonline",NA
"17",16,"Recording_33","Process_9",2022-02-22 05:53:28,9,"Send keys","TextToSend:'{RShiftKey}(C)'","","","['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{RShiftKey}(C)'\n""]",18,"Prepare Customer Request Form Template ","Event_158","Microsoftforms/approvals/projectonline",NA
"18",17,"Recording_33","Process_9",2022-02-22 05:53:37,1,"Populate text field in window","Edit in Pane 'New Tab - Google Chrome (Incognito)'; Text:'Customer Request Form'","chrome","New Tab - Google Chrome (Incognito)","[""UIAutomation.PopulateTextField TextField: appmask['Pane \\'New Tab - Google Chrome (Incognito)\\'']['Edit'] Text: 'Customer Request Form' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",19,"Prepare Customer Request Form Template ","Event_158","Microsoftforms/approvals/projectonline",NA
"19",18,"Recording_33","Process_9",2022-02-22 05:53:38,5,"Click UI element in window","List Item 2 in Pane 'New Tab - Google Chrome (Incognito)'","chrome","New Tab - Google Chrome (Incognito)","[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome (Incognito)\\'']['List Item 2'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 39 OffsetY: 0 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",20,"Prepare Customer Request Form Template ","Event_158","Microsoftforms/approvals/projectonline",NA
"20",19,"Recording_33","Process_9",2022-02-22 05:53:43,3,"Populate text field in window","Edit 2 in Pane 'New Tab - Google Chrome (Incognito)'; Text:'Update Personal Username'","chrome","New Tab - Google Chrome (Incognito)","[""UIAutomation.PopulateTextField TextField: appmask['Pane \\'New Tab - Google Chrome (Incognito)\\'']['Edit 2'] Text: 'Update Personal Username' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",21,"Prepare Customer Request Form Template ","Event_158","Microsoftforms/approvals/projectonline",NA
"21",20,"Recording_33","Process_9",2022-02-22 05:53:46,10,"Press button in window","Button 'Create' in Pane 'New Tab - Google Chrome (Incognito)'","chrome","New Tab - Google Chrome (Incognito)","[""UIAutomation.PressButton Button: appmask['Pane \\'New Tab - Google Chrome (Incognito)\\'']['Button \\'Create\\'']\n""]",22,"Prepare Customer Request Form Template ","Event_158","Microsoftforms/approvals/projectonline",NA
"22",21,"Recording_33","Process_9",2022-02-22 05:53:56,4,"Click UI element in window","List Item 3 in Pane 'New Tab - Google Chrome (Incognito)'","chrome","New Tab - Google Chrome (Incognito)","[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome (Incognito)\\'']['List Item 3'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 17 OffsetY: -8 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomLeft\n""]",23,"Prepare Customer Request Form Template ","Event_158","Microsoftforms/approvals/projectonline",NA
"23",22,"Recording_33","Process_9",2022-02-22 05:54:00,7,"Click UI element in window","List Item 4 in Pane 'New Tab - Google Chrome (Incognito)'","chrome","New Tab - Google Chrome (Incognito)","[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome (Incognito)\\'']['List Item 4'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 15 OffsetY: 34 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopCenter\n""]",24,"Prepare Customer Request Form Template ","Event_158","Microsoftforms/approvals/projectonline",NA
"24",23,"Recording_33","Process_9",2022-02-22 05:54:07,1,"Click UI element in window","Text 'Field Label' in Pane 'New Tab - Google Chrome (Incognito)'","chrome","New Tab - Google Chrome (Incognito)","[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome (Incognito)\\'']['Text \\'Field Label\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 16 OffsetY: -4 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomLeft\n""]",25,"Prepare Customer Request Form Template ","Event_158","Microsoftforms/approvals/projectonline",NA
"25",24,"Recording_33","Process_9",2022-02-22 05:54:08,1,"Click UI element in window","Edit 3 in Pane 'New Tab - Google Chrome (Incognito)'","chrome","New Tab - Google Chrome (Incognito)","[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome (Incognito)\\'']['Edit 3'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 22 OffsetY: 0 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",26,"Prepare Customer Request Form Template ","Event_158","Microsoftforms/approvals/projectonline",NA
"26",25,"Recording_33","Process_9",2022-02-22 05:54:09,15,"Drag and drop UI element in window","Edit 3 in Pane 'New Tab - Google Chrome (Incognito)'","chrome","New Tab - Google Chrome (Incognito)","[""UIAutomation.DragAndDropElement MouseDownOffsetY: 0 MouseDownOffsetX: 56 RectangleEdgePointForMouseDown: UIAutomation.RectangleEdgePoint.MiddleLeft ControlToDrag: appmask['Pane \\'New Tab - Google Chrome (Incognito)\\'']['Edit 3'] ControlToDropOver: appmask['Pane \\'New Tab - Google Chrome (Incognito)\\'']['Edit 3'] ClickType: UIAutomation.DragAndDropClickType.LeftClick\n""]",27,"Prepare Customer Request Form Template ","Event_158","Microsoftforms/approvals/projectonline",NA
"27",26,"Recording_33","Process_9",2022-02-22 05:54:24,3,"Populate text field in window","Edit 3 in Pane 'New Tab - Google Chrome (Incognito)'; Text:'Do you want to update your E-mail Address?'","chrome","New Tab - Google Chrome (Incognito)","[""UIAutomation.PopulateTextField TextField: appmask['Pane \\'New Tab - Google Chrome (Incognito)\\'']['Edit 3'] Text: 'Do you want to update your E-mail Address?' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",28,"Prepare Customer Request Form Template ","Event_158","Microsoftforms/approvals/projectonline",NA
"28",27,"Recording_33","Process_9",2022-02-22 05:54:27,3,"Click UI element in window","List Item 5 in Pane 'New Tab - Google Chrome (Incognito)'","chrome","New Tab - Google Chrome (Incognito)","[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome (Incognito)\\'']['List Item 5'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 70 OffsetY: 22 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopLeft\n""]",29,"Prepare Customer Request Form Template ","Event_158","Microsoftforms/approvals/projectonline",NA
"29",28,"Recording_33","Process_9",2022-02-22 05:54:30,2,"Drag and drop UI element in window","Edit 4 in Pane 'New Tab - Google Chrome (Incognito)'","chrome","New Tab - Google Chrome (Incognito)","[""UIAutomation.DragAndDropElement MouseDownOffsetY: 1 MouseDownOffsetX: 93 RectangleEdgePointForMouseDown: UIAutomation.RectangleEdgePoint.MiddleLeft ControlToDrag: appmask['Pane \\'New Tab - Google Chrome (Incognito)\\'']['Edit 4'] ControlToDropOver: appmask['Pane \\'New Tab - Google Chrome (Incognito)\\'']['Edit 4'] ClickType: UIAutomation.DragAndDropClickType.LeftClick\n""]",30,"Prepare Customer Request Form Template ","Event_158","Microsoftforms/approvals/projectonline",NA
"30",29,"Recording_33","Process_9",2022-02-22 05:54:32,2,"Populate text field in window","Edit 4 in Pane 'New Tab - Google Chrome (Incognito)'; Text:'Yes'","chrome","New Tab - Google Chrome (Incognito)","[""UIAutomation.PopulateTextField TextField: appmask['Pane \\'New Tab - Google Chrome (Incognito)\\'']['Edit 4'] Text: 'Yes' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",31,"Prepare Customer Request Form Template ","Event_158","Microsoftforms/approvals/projectonline",NA
"31",30,"Recording_33","Process_9",2022-02-22 05:54:34,1,"Click UI element in window","Edit 5 in Pane 'New Tab - Google Chrome (Incognito)'","chrome","New Tab - Google Chrome (Incognito)","[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome (Incognito)\\'']['Edit 5'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 127 OffsetY: 4 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",32,"Prepare Customer Request Form Template ","Event_158","Microsoftforms/approvals/projectonline",NA
"32",31,"Recording_33","Process_9",2022-02-22 05:54:35,3,"Drag and drop UI element in window","Edit 5 in Pane 'New Tab - Google Chrome (Incognito)'","chrome","New Tab - Google Chrome (Incognito)","[""UIAutomation.DragAndDropElement MouseDownOffsetY: 4 MouseDownOffsetX: 127 RectangleEdgePointForMouseDown: UIAutomation.RectangleEdgePoint.MiddleLeft ControlToDrag: appmask['Pane \\'New Tab - Google Chrome (Incognito)\\'']['Edit 5'] MouseUpOffsetY: 3 MouseUpOffsetX: 8 RectangleEdgePointForMouseUp: UIAutomation.RectangleEdgePoint.MiddleLeft ControlToDropOver: appmask['Pane \\'New Tab - Google Chrome (Incognito)\\'']['Edit 5'] ClickType: UIAutomation.DragAndDropClickType.LeftClick\n""]",33,"Prepare Customer Request Form Template ","Event_158","Microsoftforms/approvals/projectonline",NA
"33",32,"Recording_33","Process_9",2022-02-22 05:54:38,4,"Populate text field in window","Edit 5 in Pane 'New Tab - Google Chrome (Incognito)'; Text:'No'","chrome","New Tab - Google Chrome (Incognito)","[""UIAutomation.PopulateTextField TextField: appmask['Pane \\'New Tab - Google Chrome (Incognito)\\'']['Edit 5'] Text: 'No' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",34,"Prepare Customer Request Form Template ","Event_158","Microsoftforms/approvals/projectonline",NA
"34",33,"Recording_33","Process_9",2022-02-22 05:54:42,2,"Click UI element in window","Edit 5 in Pane 'New Tab - Google Chrome (Incognito)'","chrome","New Tab - Google Chrome (Incognito)","[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome (Incognito)\\'']['Edit 5'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -180 OffsetY: 3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]",35,"Prepare Customer Request Form Template ","Event_158","Microsoftforms/approvals/projectonline",NA
"35",34,"Recording_33","Process_9",2022-02-22 05:54:44,4,"Click UI element in window","List Item 5 in Pane 'New Tab - Google Chrome (Incognito)'","chrome","New Tab - Google Chrome (Incognito)","[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome (Incognito)\\'']['List Item 5'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -16 OffsetY: 29 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]",36,"Prepare Customer Request Form Template ","Event_158","Microsoftforms/approvals/projectonline",NA
"36",35,"Recording_33","Process_9",2022-02-22 05:54:48,6,"Press button in window","Button 'Save' in Pane 'New Tab - Google Chrome (Incognito)'","chrome","New Tab - Google Chrome (Incognito)","[""UIAutomation.PressButton Button: appmask['Pane \\'New Tab - Google Chrome (Incognito)\\'']['Button \\'Save\\'']\n""]",37,"Prepare Customer Request Form Template ","Event_158","Microsoftforms/approvals/projectonline",NA
"37",36,"Recording_33","Process_9",2022-02-22 05:54:54,7,"Click UI element in window","Image in Pane 'New Tab - Google Chrome (Incognito)'","chrome","New Tab - Google Chrome (Incognito)","[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome (Incognito)\\'']['Image'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -3 OffsetY: 0 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomRight\n""]",38,"Prepare Customer Request Form Template ","Event_158","Microsoftforms/approvals/projectonline",NA
"38",37,"Recording_33","Process_9",2022-02-22 05:55:01,6,"Click UI element in window","List Item 6 in Pane 'New Tab - Google Chrome (Incognito)'","chrome","New Tab - Google Chrome (Incognito)","[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome (Incognito)\\'']['List Item 6'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 125 OffsetY: 18 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopLeft\n""]",39,"Prepare Customer Request Form Template ","Event_158","Microsoftforms/approvals/projectonline",NA
"39",38,"Recording_33","Process_9",2022-02-22 05:55:07,1,"Click UI element in window","List Item 7 in Pane 'New Tab - Google Chrome (Incognito)'","chrome","New Tab - Google Chrome (Incognito)","[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome (Incognito)\\'']['List Item 7'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 136 OffsetY: -21 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomLeft\n""]",40,"Prepare Customer Request Form Template ","Event_158","Microsoftforms/approvals/projectonline",NA
"40",39,"Recording_33","Process_9",2022-02-22 05:55:08,6,"Drag and drop UI element in window","Edit 3 in Pane 'New Tab - Google Chrome (Incognito)'","chrome","New Tab - Google Chrome (Incognito)","[""UIAutomation.DragAndDropElement MouseDownOffsetY: -10 MouseDownOffsetX: 126 RectangleEdgePointForMouseDown: UIAutomation.RectangleEdgePoint.BottomLeft ControlToDrag: appmask['Pane \\'New Tab - Google Chrome (Incognito)\\'']['Edit 3'] ControlToDropOver: appmask['Pane \\'New Tab - Google Chrome (Incognito)\\'']['Edit 3'] ClickType: UIAutomation.DragAndDropClickType.LeftClick\n""]",41,"Prepare Customer Request Form Template ","Event_158","Microsoftforms/approvals/projectonline",NA
"41",40,"Recording_33","Process_9",2022-02-22 05:55:14,4,"Populate text field in window","Edit 6 in Pane 'New Tab - Google Chrome (Incognito)'; Text:'If yes, type here....'","chrome","New Tab - Google Chrome (Incognito)","[""UIAutomation.PopulateTextField TextField: appmask['Pane \\'New Tab - Google Chrome (Incognito)\\'']['Edit 6'] Text: 'If yes, type here....' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",42,"Prepare Customer Request Form Template ","Event_158","Microsoftforms/approvals/projectonline",NA
"42",41,"Recording_33","Process_9",2022-02-22 05:55:18,8,"Press button in window","Button 'Save' in Pane 'New Tab - Google Chrome (Incognito)'","chrome","New Tab - Google Chrome (Incognito)","[""UIAutomation.PressButton Button: appmask['Pane \\'New Tab - Google Chrome (Incognito)\\'']['Button \\'Save\\'']\n""]",43,"Prepare Customer Request Form Template ","Event_158","Microsoftforms/approvals/projectonline",NA
"43",42,"Recording_33","Process_9",2022-02-22 05:55:26,3,"Click UI element in window","List Item 8 in Pane 'New Tab - Google Chrome (Incognito)'","chrome","New Tab - Google Chrome (Incognito)","[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome (Incognito)\\'']['List Item 8'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -27 OffsetY: 3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]",44,"Prepare Customer Request Form Template ","Event_158","Microsoftforms/approvals/projectonline",NA
"44",43,"Recording_33","Process_9",2022-02-22 05:55:29,5,"Click UI element in window","List Item 9 in Pane 'New Tab - Google Chrome (Incognito)'","chrome","New Tab - Google Chrome (Incognito)","[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome (Incognito)\\'']['List Item 9'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 115 OffsetY: 29 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopLeft\n""]",45,"Prepare Customer Request Form Template ","Event_158","Microsoftforms/approvals/projectonline",NA
"45",44,"Recording_33","Process_9",2022-02-22 05:55:34,2,"Click UI element in window","Text 'Do you want to update your E-mail Address?' in Pane 'New Tab - Google Chrome (Incognito)'","chrome","New Tab - Google Chrome (Incognito)","[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome (Incognito)\\'']['Text \\'Do you want to update your E-mail Address?\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 42 OffsetY: 2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",46,"Prepare Customer Request Form Template ","Event_158","Microsoftforms/approvals/projectonline",NA
"46",45,"Recording_33","Process_9",2022-02-22 05:55:36,11,"Drag and drop UI element in window","Text 'Do you want to update your E-mail Address?' in Pane 'New Tab - Google Chrome (Incognito)'","chrome","New Tab - Google Chrome (Incognito)","[""UIAutomation.DragAndDropElement MouseDownOffsetY: 2 MouseDownOffsetX: 42 RectangleEdgePointForMouseDown: UIAutomation.RectangleEdgePoint.MiddleCenter ControlToDrag: appmask['Pane \\'New Tab - Google Chrome (Incognito)\\'']['Text \\'Do you want to update your E-mail Address?\\''] MouseUpOffsetY: -2 MouseUpOffsetX: 80 RectangleEdgePointForMouseUp: UIAutomation.RectangleEdgePoint.MiddleCenter ControlToDropOver: appmask['Pane \\'New Tab - Google Chrome (Incognito)\\'']['Text \\'Do you want to update your E-mail Address?\\''] ClickType: UIAutomation.DragAndDropClickType.LeftClick\n""]",47,"Prepare Customer Request Form Template ","Event_158","Microsoftforms/approvals/projectonline",NA
"47",46,"Recording_33","Process_9",2022-02-22 05:55:47,5,"Populate text field in window","Edit 7 in Pane 'New Tab - Google Chrome (Incognito)'; Text:'Provide your Alternative Address if any'","chrome","New Tab - Google Chrome (Incognito)","[""UIAutomation.PopulateTextField TextField: appmask['Pane \\'New Tab - Google Chrome (Incognito)\\'']['Edit 7'] Text: 'Provide your Alternative Address if any' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",48,"Prepare Customer Request Form Template ","Event_158","Microsoftforms/approvals/projectonline",NA
"48",47,"Recording_33","Process_9",2022-02-22 05:55:52,5,"Press button in window","Button 'Save' in Pane 'New Tab - Google Chrome (Incognito)'","chrome","New Tab - Google Chrome (Incognito)","[""UIAutomation.PressButton Button: appmask['Pane \\'New Tab - Google Chrome (Incognito)\\'']['Button \\'Save\\'']\n""]",49,"Prepare Customer Request Form Template ","Event_158","Microsoftforms/approvals/projectonline",NA
"49",48,"Recording_33","Process_9",2022-02-22 05:55:57,2,"Click UI element in window","List Item 10 in Pane 'New Tab - Google Chrome (Incognito)'","chrome","New Tab - Google Chrome (Incognito)","[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome (Incognito)\\'']['List Item 10'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -52 OffsetY: 3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]",50,"Prepare Customer Request Form Template ","Event_158","Microsoftforms/approvals/projectonline",NA
"50",49,"Recording_33","Process_9",2022-02-22 05:55:59,3,"Click UI element in window","List Item 11 in Pane 'New Tab - Google Chrome (Incognito)'","chrome","New Tab - Google Chrome (Incognito)","[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome (Incognito)\\'']['List Item 11'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 110 OffsetY: 12 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopLeft\n""]",51,"Prepare Customer Request Form Template ","Event_158","Microsoftforms/approvals/projectonline",NA
"51",50,"Recording_33","Process_9",2022-02-22 05:56:02,1,"Click UI element in window","Edit 3 in Pane 'New Tab - Google Chrome (Incognito)'","chrome","New Tab - Google Chrome (Incognito)","[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome (Incognito)\\'']['Edit 3'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 85 OffsetY: 1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",52,"Prepare Customer Request Form Template ","Event_158","Microsoftforms/approvals/projectonline",NA
