RecordingId;ProcessId;TimeStamp;StepName;StepDescription;ApplicationProcessName;New_StepName
Recording_1;Process_1;2022-02-21T02:58:00+00:00;Click UI element in window;Edit 3 in Pane 'SharePoint - Google Chrome - Name';chrome;Click UI element in window / chrome
Recording_1;Process_1;2022-02-21T02:58:02+00:00;Drag and drop UI element in window;Edit 3 in Pane 'SharePoint - Google Chrome - Name';chrome;Drag and drop UI element in window / chrome
Recording_1;Process_1;2022-02-21T02:58:03+00:00;Populate text field in window;"Edit 3 in Pane 'SharePoint - Google Chrome - Name'; Text:'Yes'";chrome;Populate text field in window / chrome
Recording_1;Process_1;2022-02-21T02:58:09+00:00;Drag and drop UI element in window;Edit 4 in Pane 'SharePoint - Google Chrome - Name';chrome;Drag and drop UI element in window / chrome
Recording_1;Process_1;2022-02-21T02:58:10+00:00;Populate text field in window;"Edit 4 in Pane 'SharePoint - Google Chrome - Name'; Text:'No'";chrome;Populate text field in window / chrome
Recording_1;Process_1;2022-02-21T02:58:14+00:00;Click UI element in window;List Item 3 in Pane 'SharePoint - Google Chrome - Name';chrome;Click UI element in window / chrome
Recording_1;Process_1;2022-02-21T02:58:20+00:00;Click UI element in window;Button 'Save' in Pane 'SharePoint - Google Chrome - Name';chrome;Click UI element in window / chrome
Recording_1;Process_1;2022-02-21T02:58:33+00:00;Click UI element in window;List Item 4 in Pane 'SharePoint - Google Chrome - Name';chrome;Click UI element in window / chrome
Recording_1;Process_1;2022-02-21T02:58:40+00:00;Select tab in window;Tab Item 'Zoho Forms' in Pane 'SharePoint - Google Chrome - Name';chrome;Select tab in window / chrome
Recording_1;Process_1;2022-02-21T02:58:46+00:00;Click UI element in window;Hyperlink ' Share' in Pane 'SharePoint - Google Chrome - Name';chrome;Click UI element in window / chrome
Recording_1;Process_1;2022-02-21T02:58:52+00:00;Drag and drop UI element in window;Edit 5 in Pane 'SharePoint - Google Chrome - Name';chrome;Drag and drop UI element in window / chrome
Recording_1;Process_1;2022-02-21T02:59:02+00:00;Click UI element in window;Button 'Zoho Admin Panel - Zoho Directory' in Pane 'SharePoint - Google Chrome - Name';chrome;Click UI element in window / chrome
Recording_1;Process_1;2022-02-21T02:59:32+00:00;Click UI element in window;Text 'Chats' in Pane 'SharePoint - Google Chrome - Name';chrome;Click UI element in window / chrome
Recording_1;Process_1;2022-02-21T02:59:42+00:00;Populate text field in window;"Edit 'Search Contacts, Chats & Channels' in Pane 'SharePoint - Google Chrome - Name'; Text:'Name'";chrome;Populate text field in window / chrome
Recording_1;Process_1;2022-02-21T02:59:47+00:00;Click UI element in window;Group in Pane 'SharePoint - Google Chrome - Name';chrome;Click UI element in window / chrome
Recording_1;Process_1;2022-02-21T02:59:53+00:00;Press button in window;Button 'Choose Files' in Pane 'SharePoint - Google Chrome - Name';chrome;Press button in window / chrome
Recording_1;Process_1;2022-02-21T02:59:54+00:00;Populate text field in window;"Edit 6 in Pane 'SharePoint - Google Chrome - Name'; Text:'https://forms.zohopublic.in/projectroadmap/form/EmployeeFeedbackonLeavePolicy/formperma/Cpsh_HASHED_VALUE'";chrome;Populate text field in window / chrome
Recording_1;Process_1;2022-02-21T03:00:01+00:00;Click UI element in window;Text 'Message queuing service' in Pane 'SharePoint - Google Chrome - Name';chrome;Click UI element in window / chrome
Recording_1;Process_1;2022-02-21T03:00:03+00:00;Click UI element in window;Edit 6 in Pane 'SharePoint - Google Chrome - Name';chrome;Click UI element in window / chrome
Recording_1;Process_1;2022-02-21T03:00:11+00:00;Click UI element in window;Text '.NET Framework  ...  features.' in Pane 'SharePoint - Google Chrome - Name';chrome;Click UI element in window / chrome
Recording_1;Process_1;2022-02-21T03:00:35+00:00;Click UI element in window;Pane in Pane 'General  ...  Teams, Main Window';Teams;Click UI element in window / Teams
Recording_1;Process_1;2022-02-21T03:00:41+00:00;Click UI element in window;List Item 'Trello' in Pane 'General  ...  Teams, Main Window';Teams;Click UI element in window / Teams
Recording_1;Process_1;2022-02-21T03:00:50+00:00;Drag and drop UI element in window;Document in Pane 'General  ...  Teams, Main Window';Teams;Drag and drop UI element in window / Teams
Recording_1;Process_1;2022-02-21T03:00:53+00:00;Click UI element in window;Text 'Demo' in Pane 'General  ...  Teams, Main Window';Teams;Click UI element in window / Teams
Recording_1;Process_1;2022-02-21T03:00:56+00:00;Click UI element in window;Button 'Save' in Pane 'General  ...  Teams, Main Window';Teams;Click UI element in window / Teams
Recording_1;Process_1;2022-02-21T03:01:08+00:00;Click UI element in window;Hyperlink 'Add a card' in Pane 'General  ...  Teams, Main Window';Teams;Click UI element in window / Teams
Recording_1;Process_1;2022-02-21T03:01:29+00:00;Populate text field in window;"Edit 'Enter a title for this card…' in Pane 'General  ...  Teams, Main Window'; Text:'Task to conduct employee feedback on Leave policy'";Teams;Populate text field in window / Teams
Recording_1;Process_1;2022-02-21T03:01:37+00:00;Drag and drop UI element in window;Text 'Task to conduct employee feedback on Leave policy' in Button 'Add card' in Pane 'General  ...  Teams, Main Window';Teams;Drag and drop UI element in window / Teams
Recording_1;Process_1;2022-02-21T03:01:39+00:00;Click UI element in window;Hyperlink 'Discuss  ...  has a description.' in Pane 'General  ...  Teams, Main Window';Teams;Click UI element in window / Teams
Recording_1;Process_1;2022-02-21T03:01:56+00:00;Populate text field in window;"Edit 'Add a more detailed description…' in Pane 'General  ...  Teams, Main Window'; Text:'Conduct survey for the Employee feedback on Leave Policy'";Teams;Populate text field in window / Teams
Recording_1;Process_1;2022-02-21T03:02:05+00:00;Click UI element in window;Hyperlink 'Join' in Pane 'General  ...  Teams, Main Window';Teams;Click UI element in window / Teams
Recording_1;Process_1;2022-02-21T03:02:10+00:00;Click UI element in window;Hyperlink 'Join' in Pane 'General  ...  Teams, Main Window';Teams;Click UI element in window / Teams
Recording_1;Process_1;2022-02-21T03:02:20+00:00;Click UI element in window;Hyperlink 'Add a card' 2 in Pane 'General  ...  Teams, Main Window';Teams;Click UI element in window / Teams
Recording_1;Process_1;2022-02-21T03:02:46+00:00;Click UI element in window;Button 'Save' 2 in Pane 'General  ...  Teams, Main Window';Teams;Click UI element in window / Teams
Recording_2;Process_2;2022-02-21T06:41:34+00:00;Click UI element in window;List Item 'New Tab - Google Chrome' in List 'Task Switcher';OS;Click UI element in window / OS
Recording_2;Process_2;2022-02-21T06:41:36+00:00;Press button in window;Button 'SharePoint' in Pane 'New Tab - Google Chrome - Name';chrome;Press button in window / chrome
Recording_2;Process_2;2022-02-21T06:41:39+00:00;Click UI element in window;Hyperlink 'Project RoadMap' in Pane 'New Tab - Google Chrome - Name';chrome;Click UI element in window / chrome
Recording_2;Process_2;2022-02-21T06:41:43+00:00;Click UI element in window;Hyperlink 'Documents' in Pane 'New Tab - Google Chrome - Name';chrome;Click UI element in window / chrome
Recording_2;Process_2;2022-02-21T06:41:46+00:00;Select menu option in window;Menu Item 'New' in Pane 'New Tab - Google Chrome - Name';chrome;Select menu option in window / chrome
Recording_2;Process_2;2022-02-21T06:41:49+00:00;Click UI element in window;Group in Pane 'New Tab - Google Chrome - Name';chrome;Click UI element in window / chrome
Recording_2;Process_2;2022-02-21T06:41:56+00:00;Click UI element in window;Text 'Document6' in Pane 'New Tab - Google Chrome - Name';chrome;Click UI element in window / chrome
Recording_2;Process_2;2022-02-21T06:42:03+00:00;Click UI element in window;Text 'File Name' in Pane 'New Tab - Google Chrome - Name';chrome;Click UI element in window / chrome
Recording_2;Process_2;2022-02-21T06:42:12+00:00;Populate text field in window;"Edit 'File Name' in Pane 'New Tab - Google Chrome - Name'; Text:'Feedback points on project A'";chrome;Populate text field in window / chrome
Recording_2;Process_2;2022-02-21T06:42:19+00:00;Click UI element in window;Text 'Saved' in Pane 'New Tab - Google Chrome - Name';chrome;Click UI element in window / chrome
Recording_2;Process_2;2022-02-21T06:42:21+00:00;Click UI element in window;Pane in Pane 'New Tab - Google Chrome - Name';chrome;Click UI element in window / chrome
Recording_2;Process_2;2022-02-21T06:43:23+00:00;Select tab in window;Tab Item 'Feedback points on project A' in Pane 'New Tab - Google Chrome - Name';chrome;Select tab in window / chrome
Recording_2;Process_2;2022-02-21T06:43:32+00:00;Drag and drop UI element in window;Image in Button 'New Tab' in Pane 'New Tab - Google Chrome - Name';chrome;Drag and drop UI element in window / chrome
Recording_2;Process_2;2022-02-21T06:43:35+00:00;Click UI element in window;Document in Pane 'New Tab - Google Chrome - Name';chrome;Click UI element in window / chrome
Recording_2;Process_2;2022-02-21T06:43:55+00:00;Click UI element in window;Data Item '25' in Pane 'New Tab - Google Chrome - Name';chrome;Click UI element in window / chrome
Recording_2;Process_2;2022-02-21T06:43:57+00:00;Select menu option in window;Menu Item 'Create' in Pane 'New Tab - Google Chrome - Name';chrome;Select menu option in window / chrome
Recording_2;Process_2;2022-02-21T06:44:04+00:00;Click UI element in window;Text 'Event' in Pane 'New Tab - Google Chrome - Name';chrome;Click UI element in window / chrome
Recording_2;Process_2;2022-02-21T06:44:24+00:00;Populate text field in window;"Edit 'Add title' in Pane 'New Tab - Google Chrome - Name'; Text:'Meeting with CEO on project A'";chrome;Populate text field in window / chrome
Recording_2;Process_2;2022-02-21T06:44:32+00:00;Click UI element in window;Button 'Friday,  ...  not repeat' in Pane 'New Tab - Google Chrome - Name';chrome;Click UI element in window / chrome
Recording_2;Process_2;2022-02-21T06:44:37+00:00;Click UI element in window;Button 'Save' in Pane 'New Tab - Google Chrome - Name';chrome;Click UI element in window / chrome
Recording_3;Process_2;2022-02-21T06:50:57+00:00;Populate text field in window;"Edit 'Search with Google or enter address' in Window 'Mozilla Firefox'; Text:'o365'";firefox;Populate text field in window / firefox
Recording_3;Process_2;2022-02-21T06:51:03+00:00;Click UI element in window;Hyperlink 'Office  ... office.com' in Window 'o365 - Google Search — Mozilla Firefox';firefox;Click UI element in window / firefox
Recording_3;Process_2;2022-02-21T06:51:09+00:00;Select menu option in window;Menu Item 'App launcher' in Window 'Microsoft Office Home — Mozilla Firefox';firefox;Select menu option in window / firefox
Recording_3;Process_2;2022-02-21T06:51:12+00:00;Click UI element in window;Hyperlink 'SharePoint' in Window 'Microsoft Office Home — Mozilla Firefox';firefox;Click UI element in window / firefox
Recording_3;Process_2;2022-02-21T06:51:15+00:00;Click UI element in window;Hyperlink 'Project RoadMap' in Window 'SharePoint — Mozilla Firefox';firefox;Click UI element in window / firefox
Recording_3;Process_2;2022-02-21T06:51:27+00:00;Click UI element in window;Hyperlink 'Documents' in Window 'Project RoadMap - Home — Mozilla Firefox';firefox;Click UI element in window / firefox
Recording_3;Process_2;2022-02-21T06:51:33+00:00;Select menu option in window;Menu Item 'New' in Window 'Project  ...  — Mozilla Firefox';firefox;Select menu option in window / firefox
Recording_3;Process_2;2022-02-21T06:51:41+00:00;Select menu option in window;MenuItem: New in Window 'Project  ...  — Mozilla Firefox';firefox;Select menu option in window / firefox
Recording_3;Process_2;2022-02-21T06:51:48+00:00;Click UI element in window;UI Custom in Window 'Document8.docx — Mozilla Firefox';firefox;Click UI element in window / firefox
Recording_3;Process_2;2022-02-21T06:52:34+00:00;Select tab in window;Tab Item 'Document8.docx' in Window 'Document8.docx — Mozilla Firefox';firefox;Select tab in window / firefox
Recording_3;Process_2;2022-02-21T06:52:41+00:00;Press button in window;Button 'Calendar' in Window 'Inbox - Email@Domain - Outlook';OUTLOOK;Press button in window / OUTLOOK
Recording_3;Process_2;2022-02-21T06:52:48+00:00;Click UI element in window;List 'Month View, 31  ...  March 2022 12:00am' in Window 'Calendar - Email@Domain - Outlook';OUTLOOK;Click UI element in window / OUTLOOK
Recording_3;Process_2;2022-02-21T06:53:00+00:00;Select menu option in window;Menu Item 'New Appointment' in Window 'Calendar - Email@Domain - Outlook';OUTLOOK;Select menu option in window / OUTLOOK
Recording_3;Process_2;2022-02-21T06:53:05+00:00;Click UI element in window;Document 'Subject' in Window 'Untitled - Appointment  ';OUTLOOK;Click UI element in window / OUTLOOK
Recording_3;Process_2;2022-02-21T06:53:38+00:00;Set checkbox state in window;Check Box 'All day event' in Window 'Untitled - Appointment  ';OUTLOOK;Set checkbox state in window / OUTLOOK
Recording_3;Process_2;2022-02-21T06:53:39+00:00;Click UI element in window;Window 'Feedback discussion session with CEO - Event  ';OUTLOOK;Click UI element in window / OUTLOOK
Recording_3;Process_2;2022-02-21T06:54:15+00:00;Press button in window;Button 'Save & Close' in Window 'Feedback discussion session with CEO - Event  ';OUTLOOK;Press button in window / OUTLOOK
Recording_3;Process_2;2022-02-21T06:54:20+00:00;Click UI element in window;List 'Month View, 31  ...  March 2022 12:00am' in Window 'Calendar - Email@Domain - Outlook';OUTLOOK;Click UI element in window / OUTLOOK
Recording_4;Process_3;2022-02-21T08:18:20+00:00;Press button in window;Button '' in Window 'Nebula PDF Converter Pro';ApplicationFrameHost;Press button in window / ApplicationFrameHost
Recording_4;Process_3;2022-02-21T08:18:25+00:00;Press button in window;Button 'Button' in Window 'Nebula PDF Converter Pro';ApplicationFrameHost;Press button in window / ApplicationFrameHost
Recording_4;Process_3;2022-02-21T08:18:30+00:00;Click UI element in window;List Item 'PDFConverter.ViewModels.ToolListUsername' in Window 'Nebula PDF Converter Pro';ApplicationFrameHost;Click UI element in window / ApplicationFrameHost
Recording_4;Process_3;2022-02-21T08:18:35+00:00;Press button in window;Button 'Button' 2 in Window 'Nebula PDF Converter Pro';ApplicationFrameHost;Press button in window / ApplicationFrameHost
Recording_4;Process_3;2022-02-21T08:18:39+00:00;Click UI element in window;Edit 'Name' 2 in Window 'Nebula PDF Converter Pro';ApplicationFrameHost;Click UI element in window / ApplicationFrameHost
Recording_4;Process_3;2022-02-21T08:18:42+00:00;Press button in window;Button 'Open' in Window 'Nebula PDF Converter Pro';ApplicationFrameHost;Press button in window / ApplicationFrameHost
Recording_4;Process_3;2022-02-21T08:18:47+00:00;Press button in window;Button 'Browser...' in Window 'Nebula PDF Converter Pro';ApplicationFrameHost;Press button in window / ApplicationFrameHost
Recording_4;Process_3;2022-02-21T08:18:51+00:00;Click UI element in window;Tree Item 'Desktop (pinned)' in Window 'Nebula PDF Converter Pro';ApplicationFrameHost;Click UI element in window / ApplicationFrameHost
Recording_4;Process_3;2022-02-21T08:18:53+00:00;Press button in window;Button 'Select Folder' in Window 'Nebula PDF Converter Pro';ApplicationFrameHost;Press button in window / ApplicationFrameHost
Recording_4;Process_3;2022-02-21T08:18:57+00:00;Press button in window;Button 'Convert' in Window 'Nebula PDF Converter Pro';ApplicationFrameHost;Press button in window / ApplicationFrameHost
Recording_4;Process_3;2022-02-21T08:19:10+00:00;Click UI element in window;List Item 'Process  ...  - Microsoft​ Edge' in List 'Task Switcher';OS;Click UI element in window / OS
Recording_4;Process_3;2022-02-21T08:19:12+00:00;Press button in window;Button 'New Tab' in Window 'Process  ...  - Microsoft​ Edge';msedge;Press button in window / msedge
Recording_4;Process_3;2022-02-21T08:19:14+00:00;Click UI element in window;Edit 'Address and search bar' in Window 'Process  ...  - Microsoft​ Edge';msedge;Click UI element in window / msedge
Recording_4;Process_3;2022-02-21T08:19:20+00:00;Populate text field in window;"Edit 'Address and search bar' in Window 'New tab and  ...  - Microsoft​ Edge'; Text:'accuweather'";msedge;Populate text field in window / msedge
Recording_4;Process_3;2022-02-21T08:19:24+00:00;Click UI element in window;Window 'accuweather  ...  - Microsoft​ Edge';msedge;Click UI element in window / msedge
Recording_4;Process_3;2022-02-21T08:19:32+00:00;Click UI element in window;Edit 'Search' in Window 'Vadodara,  ...  - Microsoft​ Edge';msedge;Click UI element in window / msedge
Recording_4;Process_3;2022-02-21T08:19:36+00:00;Populate text field in window;"Edit 'Search' 2 in Window 'Vadodara,  ...  - Microsoft​ Edge'; Text:'mumbai'";msedge;Populate text field in window / msedge
Recording_4;Process_3;2022-02-21T08:19:40+00:00;Click UI element in window;Text 'Mumbai, Maharashtra, IN' in Window 'Vadodara,  ...  - Microsoft​ Edge';msedge;Click UI element in window / msedge
Recording_4;Process_3;2022-02-21T08:19:45+00:00;Click UI element in window;Hyperlink 'MONTHLY' in Window 'Mumbai,  ...  - Microsoft​ Edge' 3;msedge;Click UI element in window / msedge
Recording_4;Process_3;2022-02-21T08:19:54+00:00;Click UI element in window;"Hyperlink '2 Sunshine; warm, low humidity 34° 25°' in Window 'Mumbai,  ...  - Microsoft​ Edge'";msedge;Click UI element in window / msedge
Recording_4;Process_3;2022-02-21T08:20:05+00:00;Click UI element in window;Pane 'View' in Window 'Untitled and  ...  - Microsoft​ Edge';msedge;Click UI element in window / msedge
Recording_4;Process_3;2022-02-21T08:20:10+00:00;Press button in window;Button 'New Tab' in Window 'Mumbai,  ...  - Microsoft​ Edge' 2;msedge;Press button in window / msedge
Recording_4;Process_3;2022-02-21T08:20:12+00:00;Click UI element in window;Edit 'Address and search bar' in Window 'Process  ...  - Microsoft​ Edge';msedge;Click UI element in window / msedge
Recording_4;Process_3;2022-02-21T08:20:16+00:00;Populate text field in window;"Edit 'Address and search bar' in Window 'New tab and  ...  - Microsoft​ Edge' 2; Text:'yahoo mail'";msedge;Populate text field in window / msedge
Recording_4;Process_3;2022-02-21T08:20:20+00:00;Click UI element in window;Hyperlink 'Yahoo Mail' in Window 'yahoo mail -  ...  - Microsoft​ Edge';msedge;Click UI element in window / msedge
Recording_4;Process_3;2022-02-21T08:20:26+00:00;Press button in window;Button 'Compose' in Window '(3 unread) -  ...  - Microsoft​ Edge';msedge;Press button in window / msedge
Recording_4;Process_3;2022-02-21T08:20:29+00:00;Click UI element in window;Combo Box ' ...  D_X p_a L_0 B_0' in Window '(3 unread) -  ...  - Microsoft​ Edge';msedge;Click UI element in window / msedge
Recording_4;Process_3;2022-02-21T08:20:51+00:00;Populate text field in window;"Edit 'Subject' in Window '(3 unread) -  ...  - Microsoft​ Edge'; Text:'Meeting for new product demo'";msedge;Populate text field in window / msedge
Recording_4;Process_3;2022-02-21T08:20:56+00:00;Populate text field in window;"Edit 'Message body' in Window '(3 unread) -  ...  - Microsoft​ Edge'; Text:'Hello,'";msedge;Populate text field in window / msedge
Recording_4;Process_3;2022-02-21T08:21:38+00:00;Populate text field in window;"Edit 'Message body' in Window '(3 unread) -  ...  - Microsoft​ Edge'; Text:'''Hello,
I arranged a meeting for new product demo. The brochure of this product is attached herewith.'''";msedge;Populate text field in window / msedge
Recording_4;Process_3;2022-02-21T08:21:47+00:00;Press button in window;Button 'Attach files' in Window '(3 unread) -  ...  - Microsoft​ Edge';msedge;Press button in window / msedge
Recording_4;Process_3;2022-02-21T08:21:50+00:00;Select menu option in window;Menu Item 'Attach files from computer' in Window '(3 unread) -  ...  - Microsoft​ Edge';msedge;Select menu option in window / msedge
Recording_4;Process_3;2022-02-21T08:21:55+00:00;Click UI element in window;Edit 'Name' 2 in Window '(3 unread) -  ...  - Microsoft​ Edge';msedge;Click UI element in window / msedge
Recording_4;Process_3;2022-02-21T08:21:57+00:00;Press button in window;Button 'Open' in Window '(3 unread) -  ...  - Microsoft​ Edge';msedge;Press button in window / msedge
Recording_4;Process_3;2022-02-21T08:22:03+00:00;Press button in window;Button 'Send' in Window '(3 unread) -  ...  - Microsoft​ Edge';msedge;Press button in window / msedge
Recording_5;Process_4;2022-02-21T09:51:56+00:00;Click UI element in window;List Item 'New Tab - Google Chrome' in List 'Task Switcher';OS;Click UI element in window / OS
Recording_5;Process_4;2022-02-21T09:51:59+00:00;Press button in window;Button 'Notebook' in Pane 'New Tab - Google Chrome - Name';chrome;Press button in window / chrome
Recording_5;Process_4;2022-02-21T09:52:03+00:00;Click UI element in window;Text 'All Notes' in Pane 'New Tab - Google Chrome - Name';chrome;Click UI element in window / chrome
Recording_5;Process_4;2022-02-21T09:52:05+00:00;Click UI element in window;Text 'List of Employee New Role' in Pane 'New Tab - Google Chrome - Name';chrome;Click UI element in window / chrome
Recording_5;Process_4;2022-02-21T09:52:11+00:00;Drag and drop UI element in window;Image 'To get  ...  the context menu.' in Pane 'New Tab - Google Chrome - Name';chrome;Drag and drop UI element in window / chrome
Recording_5;Process_4;2022-02-21T09:52:13+00:00;Click UI element in window;Document 'Notebook' in Pane 'New Tab - Google Chrome - Name';chrome;Click UI element in window / chrome
Recording_5;Process_4;2022-02-21T09:52:33+00:00;Click UI element in window;List Item 'New Tab - Google Chrome' 2 in List 'Task Switcher';OS;Click UI element in window / OS
Recording_5;Process_4;2022-02-21T09:52:35+00:00;Press button in window;Button 'Microsoft 365 admin center - Home' in Pane 'New Tab - Google Chrome - Name';chrome;Press button in window / chrome
Recording_5;Process_4;2022-02-21T09:52:39+00:00;Select menu option in window;Menu Item 'Users' in Pane 'New Tab - Google Chrome - Name';chrome;Select menu option in window / chrome
Recording_5;Process_4;2022-02-21T09:52:42+00:00;Select menu option in window;Menu Item 'Active users' in Pane 'New Tab - Google Chrome - Name';chrome;Select menu option in window / chrome
Recording_5;Process_4;2022-02-21T09:52:50+00:00;Click UI element in window;Text 'Name Surname' in Pane 'New Tab - Google Chrome - Name';chrome;Click UI element in window / chrome
Recording_5;Process_4;2022-02-21T09:53:04+00:00;Press button in window;Button 'Manage roles' in Pane 'New Tab - Google Chrome - Name';chrome;Press button in window / chrome
Recording_5;Process_4;2022-02-21T09:53:19+00:00;Click UI element in window;Data Item 'Email@Domain' in Pane 'New Tab - Google Chrome - Name';chrome;Click UI element in window / chrome
Recording_5;Process_4;2022-02-21T09:53:25+00:00;Select radio button in window;Radio Button 'Admin center access' in Pane 'New Tab - Google Chrome - Name';chrome;Select radio button in window / chrome
Recording_5;Process_4;2022-02-21T09:53:31+00:00;Click UI element in window;Text 'User Administrator' in Pane 'New Tab - Google Chrome - Name';chrome;Click UI element in window / chrome
Recording_5;Process_4;2022-02-21T09:53:38+00:00;Press button in window;Button 'Save changes' in Pane 'New Tab - Google Chrome - Name';chrome;Press button in window / chrome
Recording_5;Process_4;2022-02-21T09:53:45+00:00;Click UI element in window;Status Bar in Pane 'New Tab - Google Chrome - Name';chrome;Click UI element in window / chrome
Recording_5;Process_4;2022-02-21T09:53:49+00:00;Press button in window;Button 'Back' in Pane 'New Tab - Google Chrome - Name';chrome;Press button in window / chrome
Recording_5;Process_4;2022-02-21T09:53:52+00:00;Press button in window;Button 'Manage username and email' in Pane 'New Tab - Google Chrome - Name';chrome;Press button in window / chrome
Recording_5;Process_4;2022-02-21T09:53:55+00:00;Drag and drop UI element in window;Text 'Email@Domain' in Text 'Sign this user out of all ‎Office 365‎ sessions.' in Pane 'New Tab - Google Chrome - Name';chrome;Drag and drop UI element in window / chrome
Recording_5;Process_4;2022-02-21T09:54:07+00:00;Click UI element in window;Group 'Microsoft 365 E5' in Pane 'New Tab - Google Chrome - Name';chrome;Click UI element in window / chrome
Recording_5;Process_4;2022-02-21T09:54:08+00:00;Drag and drop UI element in window;Group 'Email@Domain' in Data Item 'Microsoft 365 E5' in Pane 'New Tab - Google Chrome - Name';chrome;Drag and drop UI element in window / chrome
Recording_5;Process_4;2022-02-21T09:54:20+00:00;Click UI element in window;List Item 'New Tab - Google Chrome' in List 'Task Switcher';OS;Click UI element in window / OS
Recording_5;Process_4;2022-02-21T09:54:21+00:00;Press button in window;Button 'New Tab' in Pane 'New Tab - Google Chrome - Name';chrome;Press button in window / chrome
Recording_5;Process_4;2022-02-21T09:54:24+00:00;Click UI element in window;Hyperlink 'Gmail' in Pane 'New Tab - Google Chrome - Name';chrome;Click UI element in window / chrome
Recording_5;Process_4;2022-02-21T09:54:27+00:00;Press button in window;Button 'Compose' in Pane 'New Tab - Google Chrome - Name';chrome;Press button in window / chrome
Recording_5;Process_4;2022-02-21T09:54:32+00:00;Click UI element in window;Text 'S entfrom M  ...  awdata H ello , PFA' in Pane 'New Tab - Google Chrome - Name';chrome;Click UI element in window / chrome
Recording_5;Process_4;2022-02-21T09:54:45+00:00;Populate text field in window;"Edit 'Subject' in Pane 'New Tab - Google Chrome - Name'; Text:'Role change intimation'";chrome;Populate text field in window / chrome
Recording_5;Process_4;2022-02-21T09:54:46+00:00;Click UI element in window;Text 'S entfrom M  ...  awdata H ello , PFA' in Pane 'New Tab - Google Chrome - Name';chrome;Click UI element in window / chrome
Recording_5;Process_4;2022-02-21T09:54:50+00:00;Populate text field in window;"Edit 'Message Body' in Pane 'New Tab - Google Chrome - Name'; Text:'Hello Name,'";chrome;Populate text field in window / chrome
Recording_5;Process_4;2022-02-21T09:55:08+00:00;Populate text field in window;"Edit 'Message Body' in Pane 'New Tab - Google Chrome - Name'; Text:'''Hello Name,


Your role in organization has been changed from User to User Administrator.'''";chrome;Populate text field in window / chrome
Recording_5;Process_4;2022-02-21T09:55:14+00:00;Press button in window;Button 'Send ‪(Ctrl-Enter)‬' in Pane 'New Tab - Google Chrome - Name';chrome;Press button in window / chrome
Recording_6;Process_5;2022-02-21T10:53:39+00:00;Click UI element in window;Hyperlink 'Available  ...  More options' in Pane 'Name Surname |  ...  Chrome - Name RKH';chrome;Click UI element in window / chrome
Recording_6;Process_5;2022-02-21T10:53:42+00:00;Click UI element in window;Group 'Can you  ...  Today at 4:23 PM.' in Pane 'Name Surname |  ...  Chrome - Name RKH';chrome;Click UI element in window / chrome
